Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,betweennesscentrality2,bridgingcoefficient,bridgingcentrality,Authority,Hub,modularity_class,componentnumber,clustering,triangles
1568,,,1,2,1,1,1,0,0,1,0,0,0,366,366,0,0
1569,,,1,2,1,1,1,0,0,1,0,0,0,366,366,0,0
1570,,,2,4,1,1,1,0,0,0.5,0,0,0,367,367,1,1
1571,,,2,4,1,1,1,0,0,0.5,0,0,0,367,367,1,1
1572,,,2,4,1,1,1,0,0,0.5,0,0,0,367,367,1,1
1573,,,3,6,1,1,1,0,0,0.333333,0,0,0,368,368,1,3
1574,,,3,6,1,1,1,0,0,0.333333,0,0,0,368,368,1,3
1575,,,3,6,1,1,1,0,0,0.333333,0,0,0,368,368,1,3
1576,,,3,6,1,1,1,0,0,0.333333,0,0,0,368,368,1,3
2656,,,4,8,3,0.5,0.611111,0,0,0.285714,0,0,0,139,140,1,6
2657,,,4,8,3,0.5,0.611111,0,0,0.285714,0,0,0,139,140,1,6
2658,,,4,8,3,0.5,0.611111,0,0,0.285714,0,0,0,139,140,1,6
2659,,,4,8,3,0.5,0.611111,0,0,0.285714,0,0,0,139,140,1,6
1585,,,2,4,1,1,1,0,0,0.5,0,0,0,369,369,1,1
1586,,,2,4,1,1,1,0,0,0.5,0,0,0,369,369,1,1
1587,,,2,4,1,1,1,0,0,0.5,0,0,0,369,369,1,1
1588,,,4,8,1,1,1,0,0,0.25,0,0,0,370,370,1,6
1589,,,4,8,1,1,1,0,0,0.25,0,0,0,370,370,1,6
1590,,,4,8,1,1,1,0,0,0.25,0,0,0,370,370,1,6
1591,,,4,8,1,1,1,0,0,0.25,0,0,0,370,370,1,6
1592,,,4,8,1,1,1,0,0,0.25,0,0,0,370,370,1,6
1593,,,4,8,1,1,1,0,0,0.25,0,0,0,371,371,1,6
1594,,,4,8,1,1,1,0,0,0.25,0,0,0,371,371,1,6
1595,,,4,8,1,1,1,0,0,0.25,0,0,0,371,371,1,6
1596,,,4,8,1,1,1,0,0,0.25,0,0,0,371,371,1,6
1597,,,4,8,1,1,1,0,0,0.25,0,0,0,371,371,1,6
1598,,,4,8,1,1,1,0,0,0.25,0,0,0,372,372,1,6
1599,,,4,8,1,1,1,0,0,0.25,0,0,0,372,372,1,6
1600,,,4,8,1,1,1,0,0,0.25,0,0,0,372,372,1,6
1601,,,4,8,1,1,1,0,0,0.25,0,0,0,372,372,1,6
1602,,,4,8,1,1,1,0,0,0.25,0,0,0,372,372,1,6
1603,,,4,8,1,1,1,0,0,0.25,0,0,0,373,373,1,6
1604,,,4,8,1,1,1,0,0,0.25,0,0,0,373,373,1,6
1605,,,4,8,1,1,1,0,0,0.25,0,0,0,373,373,1,6
1606,,,4,8,1,1,1,0,0,0.25,0,0,0,373,373,1,6
1607,,,4,8,1,1,1,0,0,0.25,0,0,0,373,373,1,6
1610,,,4,8,1,1,1,0,0,0.25,0,0,0,374,374,1,6
1611,,,4,8,1,1,1,0,0,0.25,0,0,0,374,374,1,6
1612,,,4,8,1,1,1,0,0,0.25,0,0,0,374,374,1,6
1613,,,4,8,1,1,1,0,0,0.25,0,0,0,374,374,1,6
1614,,,4,8,1,1,1,0,0,0.25,0,0,0,374,374,1,6
1615,,,2,4,1,1,1,0,0,0.5,0,0,0,375,375,1,1
1616,,,2,4,1,1,1,0,0,0.5,0,0,0,375,375,1,1
1617,,,2,4,1,1,1,0,0,0.5,0,0,0,375,375,1,1
1618,,,2,4,1,1,1,0,0,0.5,0,0,0,376,376,1,1
1619,,,2,4,1,1,1,0,0,0.5,0,0,0,376,376,1,1
1620,,,2,4,1,1,1,0,0,0.5,0,0,0,376,376,1,1
1621,,,4,8,1,1,1,0,0,0.25,0,0,0,377,377,1,6
1622,,,4,8,1,1,1,0,0,0.25,0,0,0,377,377,1,6
1623,,,4,8,1,1,1,0,0,0.25,0,0,0,377,377,1,6
1624,,,4,8,1,1,1,0,0,0.25,0,0,0,377,377,1,6
1625,,,4,8,1,1,1,0,0,0.25,0,0,0,377,377,1,6
1627,,,4,8,1,1,1,0,0,0.25,0,0,0,378,378,1,6
1628,,,4,8,1,1,1,0,0,0.25,0,0,0,378,378,1,6
1629,,,4,8,1,1,1,0,0,0.25,0,0,0,378,378,1,6
1630,,,4,8,1,1,1,0,0,0.25,0,0,0,378,378,1,6
1631,,,4,8,1,1,1,0,0,0.25,0,0,0,378,378,1,6
1632,,,4,8,1,1,1,0,0,0.25,0,0,0,379,379,1,6
1633,,,4,8,1,1,1,0,0,0.25,0,0,0,379,379,1,6
1634,,,4,8,1,1,1,0,0,0.25,0,0,0,379,379,1,6
1635,,,4,8,1,1,1,0,0,0.25,0,0,0,379,379,1,6
1636,,,4,8,1,1,1,0,0,0.25,0,0,0,379,379,1,6
1637,,,3,6,1,1,1,0,0,0.333333,0,0,0,380,380,1,3
1638,,,3,6,1,1,1,0,0,0.333333,0,0,0,380,380,1,3
1639,,,3,6,1,1,1,0,0,0.333333,0,0,0,380,380,1,3
1640,,,3,6,1,1,1,0,0,0.333333,0,0,0,380,380,1,3
1641,,,1,2,1,1,1,0,0,1,0,0,0,381,381,0,0
1642,,,1,2,1,1,1,0,0,1,0,0,0,381,381,0,0
1644,,,4,8,1,1,1,0,0,0.25,0,0,0,382,382,1,6
1645,,,4,8,1,1,1,0,0,0.25,0,0,0,382,382,1,6
1646,,,4,8,1,1,1,0,0,0.25,0,0,0,382,382,1,6
1647,,,4,8,1,1,1,0,0,0.25,0,0,0,382,382,1,6
1648,,,4,8,1,1,1,0,0,0.25,0,0,0,382,382,1,6
1649,,,4,8,1,1,1,0,0,0.25,0,0,0,383,383,1,6
1650,,,4,8,1,1,1,0,0,0.25,0,0,0,383,383,1,6
1651,,,4,8,1,1,1,0,0,0.25,0,0,0,383,383,1,6
1652,,,4,8,1,1,1,0,0,0.25,0,0,0,383,383,1,6
1653,,,4,8,1,1,1,0,0,0.25,0,0,0,383,383,1,6
1654,,,4,8,1,1,1,0,0,0.25,0,0,0,384,384,1,6
1655,,,4,8,1,1,1,0,0,0.25,0,0,0,384,384,1,6
1656,,,4,8,1,1,1,0,0,0.25,0,0,0,384,384,1,6
1657,,,4,8,1,1,1,0,0,0.25,0,0,0,384,384,1,6
1658,,,4,8,1,1,1,0,0,0.25,0,0,0,384,384,1,6
1659,,,1,2,1,1,1,0,0,1,0,0,0,385,385,0,0
1660,,,1,2,1,1,1,0,0,1,0,0,0,385,385,0,0
1661,,,4,8,1,1,1,0,0,0.25,0,0,0,386,386,1,6
1662,,,4,8,1,1,1,0,0,0.25,0,0,0,386,386,1,6
1663,,,4,8,1,1,1,0,0,0.25,0,0,0,386,386,1,6
1664,,,4,8,1,1,1,0,0,0.25,0,0,0,386,386,1,6
1665,,,4,8,1,1,1,0,0,0.25,0,0,0,386,386,1,6
1666,,,3,6,1,1,1,0,0,0.333333,0,0,0,387,387,1,3
1667,,,3,6,1,1,1,0,0,0.333333,0,0,0,387,387,1,3
1668,,,3,6,1,1,1,0,0,0.333333,0,0,0,387,387,1,3
1669,,,3,6,1,1,1,0,0,0.333333,0,0,0,387,387,1,3
1670,,,3,6,2,0.8,0.875,0,0,0.363636,0,0,0,388,388,1,3
1671,,,3,6,2,0.8,0.875,0,0,0.363636,0,0,0,388,388,1,3
1672,,,3,6,2,0.8,0.875,0,0,0.363636,0,0,0,388,388,1,3
1673,,,4,8,1,1,1,3,0.000001,0.125,0,0,0,388,388,0.5,3
2355,,,1,2,2,0.571429,0.625,0,0,4,0,0,0,388,388,0,0
1674,,,3,6,1,1,1,0,0,0.333333,0,0,0,389,389,1,3
1675,,,3,6,1,1,1,0,0,0.333333,0,0,0,389,389,1,3
1676,,,3,6,1,1,1,0,0,0.333333,0,0,0,389,389,1,3
1677,,,3,6,1,1,1,0,0,0.333333,0,0,0,389,389,1,3
1680,,,4,8,1,1,1,0,0,0.25,0,0,0,390,390,1,6
1681,,,4,8,1,1,1,0,0,0.25,0,0,0,390,390,1,6
1682,,,4,8,1,1,1,0,0,0.25,0,0,0,390,390,1,6
1683,,,4,8,1,1,1,0,0,0.25,0,0,0,390,390,1,6
1684,,,4,8,1,1,1,0,0,0.25,0,0,0,390,390,1,6
1685,,,2,4,1,1,1,0,0,0.5,0,0,0,391,391,1,1
1686,,,2,4,1,1,1,0,0,0.5,0,0,0,391,391,1,1
1687,,,2,4,1,1,1,0,0,0.5,0,0,0,391,391,1,1
1688,,,4,8,1,1,1,0,0,0.25,0,0,0,392,392,1,6
1689,,,4,8,1,1,1,0,0,0.25,0,0,0,392,392,1,6
1690,,,4,8,1,1,1,0,0,0.25,0,0,0,392,392,1,6
1691,,,4,8,1,1,1,0,0,0.25,0,0,0,392,392,1,6
1692,,,4,8,1,1,1,0,0,0.25,0,0,0,392,392,1,6
1695,,,4,8,1,1,1,0,0,0.25,0,0,0,393,393,1,6
1696,,,4,8,1,1,1,0,0,0.25,0,0,0,393,393,1,6
1697,,,4,8,1,1,1,0,0,0.25,0,0,0,393,393,1,6
1698,,,4,8,1,1,1,0,0,0.25,0,0,0,393,393,1,6
1699,,,4,8,1,1,1,0,0,0.25,0,0,0,393,393,1,6
1700,,,4,8,1,1,1,0,0,0.25,0,0,0,394,394,1,6
1701,,,4,8,1,1,1,0,0,0.25,0,0,0,394,394,1,6
1702,,,4,8,1,1,1,0,0,0.25,0,0,0,394,394,1,6
1703,,,4,8,1,1,1,0,0,0.25,0,0,0,394,394,1,6
1704,,,4,8,1,1,1,0,0,0.25,0,0,0,394,394,1,6
1705,,,3,6,1,1,1,0,0,0.333333,0,0,0,395,395,1,3
1706,,,3,6,1,1,1,0,0,0.333333,0,0,0,395,395,1,3
1707,,,3,6,1,1,1,0,0,0.333333,0,0,0,395,395,1,3
1708,,,3,6,1,1,1,0,0,0.333333,0,0,0,395,395,1,3
1709,,,4,8,1,1,1,0,0,0.25,0,0,0,396,396,1,6
1710,,,4,8,1,1,1,0,0,0.25,0,0,0,396,396,1,6
1711,,,4,8,1,1,1,0,0,0.25,0,0,0,396,396,1,6
1712,,,4,8,1,1,1,0,0,0.25,0,0,0,396,396,1,6
1713,,,4,8,1,1,1,0,0,0.25,0,0,0,396,396,1,6
2504,,,4,8,5,0.346939,0.488235,0,0,0.285714,0,0,0,51,51,1,6
2505,,,4,8,5,0.346939,0.488235,0,0,0.285714,0,0,0,51,51,1,6
2506,,,4,8,5,0.346939,0.488235,0,0,0.285714,0,0,0,51,51,1,6
2507,,,4,8,5,0.346939,0.488235,0,0,0.285714,0,0,0,51,51,1,6
1718,,,2,4,1,1,1,0,0,0.5,0,0,0,397,397,1,1
1719,,,2,4,1,1,1,0,0,0.5,0,0,0,397,397,1,1
1720,,,2,4,1,1,1,0,0,0.5,0,0,0,397,397,1,1
1721,,,2,4,1,1,1,0,0,0.5,0,0,0,398,398,1,1
1722,,,2,4,1,1,1,0,0,0.5,0,0,0,398,398,1,1
1723,,,2,4,1,1,1,0,0,0.5,0,0,0,398,398,1,1
1724,,,2,4,1,1,1,0,0,0.5,0,0,0,399,399,1,1
1725,,,2,4,1,1,1,0,0,0.5,0,0,0,399,399,1,1
1726,,,2,4,1,1,1,0,0,0.5,0,0,0,399,399,1,1
1727,,,4,8,1,1,1,0,0,0.25,0,0,0,400,400,1,6
1728,,,4,8,1,1,1,0,0,0.25,0,0,0,400,400,1,6
1729,,,4,8,1,1,1,0,0,0.25,0,0,0,400,400,1,6
1730,,,4,8,1,1,1,0,0,0.25,0,0,0,400,400,1,6
1731,,,4,8,1,1,1,0,0,0.25,0,0,0,400,400,1,6
1735,,,2,4,1,1,1,0,0,0.5,0,0,0,401,401,1,1
1736,,,2,4,1,1,1,0,0,0.5,0,0,0,401,401,1,1
1737,,,2,4,1,1,1,0,0,0.5,0,0,0,401,401,1,1
1738,,,2,4,1,1,1,0,0,0.5,0,0,0,402,402,1,1
1739,,,2,4,1,1,1,0,0,0.5,0,0,0,402,402,1,1
1740,,,2,4,1,1,1,0,0,0.5,0,0,0,402,402,1,1
1745,,,2,4,1,1,1,0,0,0.5,0,0,0,403,403,1,1
1746,,,2,4,1,1,1,0,0,0.5,0,0,0,403,403,1,1
1747,,,2,4,1,1,1,0,0,0.5,0,0,0,403,403,1,1
1748,,,4,8,1,1,1,0,0,0.25,0,0,0,404,404,1,6
1749,,,4,8,1,1,1,0,0,0.25,0,0,0,404,404,1,6
1750,,,4,8,1,1,1,0,0,0.25,0,0,0,404,404,1,6
1751,,,4,8,1,1,1,0,0,0.25,0,0,0,404,404,1,6
1752,,,4,8,1,1,1,0,0,0.25,0,0,0,404,404,1,6
1753,,,1,2,1,1,1,0,0,1,0,0,0,405,405,0,0
1754,,,1,2,1,1,1,0,0,1,0,0,0,405,405,0,0
1755,,,4,8,1,1,1,0,0,0.25,0,0,0,406,406,1,6
1756,,,4,8,1,1,1,0,0,0.25,0,0,0,406,406,1,6
1757,,,4,8,1,1,1,0,0,0.25,0,0,0,406,406,1,6
1758,,,4,8,1,1,1,0,0,0.25,0,0,0,406,406,1,6
1759,,,4,8,1,1,1,0,0,0.25,0,0,0,406,406,1,6
1760,,,4,8,1,1,1,0,0,0.25,0,0,0,407,407,1,6
1761,,,4,8,1,1,1,0,0,0.25,0,0,0,407,407,1,6
1762,,,4,8,1,1,1,0,0,0.25,0,0,0,407,407,1,6
1763,,,4,8,1,1,1,0,0,0.25,0,0,0,407,407,1,6
1764,,,4,8,1,1,1,0,0,0.25,0,0,0,407,407,1,6
1765,,,4,8,1,1,1,0,0,0.25,0,0,0,408,408,1,6
1766,,,4,8,1,1,1,0,0,0.25,0,0,0,408,408,1,6
1767,,,4,8,1,1,1,0,0,0.25,0,0,0,408,408,1,6
1768,,,4,8,1,1,1,0,0,0.25,0,0,0,408,408,1,6
1769,,,4,8,1,1,1,0,0,0.25,0,0,0,408,408,1,6
1772,,,4,8,1,1,1,0,0,0.25,0,0,0,409,409,1,6
1773,,,4,8,1,1,1,0,0,0.25,0,0,0,409,409,1,6
1774,,,4,8,1,1,1,0,0,0.25,0,0,0,409,409,1,6
1775,,,4,8,1,1,1,0,0,0.25,0,0,0,409,409,1,6
1776,,,4,8,1,1,1,0,0,0.25,0,0,0,409,409,1,6
1777,,,3,6,1,1,1,0,0,0.333333,0,0,0,410,410,1,3
1778,,,3,6,1,1,1,0,0,0.333333,0,0,0,410,410,1,3
1779,,,3,6,1,1,1,0,0,0.333333,0,0,0,410,410,1,3
1780,,,3,6,1,1,1,0,0,0.333333,0,0,0,410,410,1,3
1785,,,4,8,1,1,1,0,0,0.25,0,0,0,411,411,1,6
1786,,,4,8,1,1,1,0,0,0.25,0,0,0,411,411,1,6
1787,,,4,8,1,1,1,0,0,0.25,0,0,0,411,411,1,6
1788,,,4,8,1,1,1,0,0,0.25,0,0,0,411,411,1,6
1789,,,4,8,1,1,1,0,0,0.25,0,0,0,411,411,1,6
1790,,,1,2,2,0.555556,0.6,0,0,5,0,0,0,412,412,0,0
1791,,,5,10,1,1,1,4,0.000001,0.1,0,0,0,412,412,0.6,6
2281,,,4,8,2,0.833333,0.9,0,0,0.263158,0,0,0,412,412,1,6
2282,,,4,8,2,0.833333,0.9,0,0,0.263158,0,0,0,412,412,1,6
2283,,,4,8,2,0.833333,0.9,0,0,0.263158,0,0,0,412,412,1,6
2284,,,4,8,2,0.833333,0.9,0,0,0.263158,0,0,0,412,412,1,6
1792,,,2,4,1,1,1,0,0,0.5,0,0,0,413,413,1,1
1793,,,2,4,1,1,1,0,0,0.5,0,0,0,413,413,1,1
1794,,,2,4,1,1,1,0,0,0.5,0,0,0,413,413,1,1
1795,,,2,4,1,1,1,0,0,0.5,0,0,0,414,414,1,1
1796,,,2,4,1,1,1,0,0,0.5,0,0,0,414,414,1,1
1797,,,2,4,1,1,1,0,0,0.5,0,0,0,414,414,1,1
1798,,,4,8,1,1,1,0,0,0.25,0,0,0,415,415,1,6
1799,,,4,8,1,1,1,0,0,0.25,0,0,0,415,415,1,6
1800,,,4,8,1,1,1,0,0,0.25,0,0,0,415,415,1,6
1801,,,4,8,1,1,1,0,0,0.25,0,0,0,415,415,1,6
1802,,,4,8,1,1,1,0,0,0.25,0,0,0,415,415,1,6
1803,,,3,6,1,1,1,0,0,0.333333,0,0,0,416,416,1,3
1804,,,3,6,1,1,1,0,0,0.333333,0,0,0,416,416,1,3
1805,,,3,6,1,1,1,0,0,0.333333,0,0,0,416,416,1,3
1806,,,3,6,1,1,1,0,0,0.333333,0,0,0,416,416,1,3
1807,,,4,8,1,1,1,0,0,0.25,0,0,0,417,417,1,6
1808,,,4,8,1,1,1,0,0,0.25,0,0,0,417,417,1,6
1809,,,4,8,1,1,1,0,0,0.25,0,0,0,417,417,1,6
1810,,,4,8,1,1,1,0,0,0.25,0,0,0,417,417,1,6
1811,,,4,8,1,1,1,0,0,0.25,0,0,0,417,417,1,6
1812,,,4,8,1,1,1,0,0,0.25,0,0,0,418,418,1,6
1813,,,4,8,1,1,1,0,0,0.25,0,0,0,418,418,1,6
1814,,,4,8,1,1,1,0,0,0.25,0,0,0,418,418,1,6
1815,,,4,8,1,1,1,0,0,0.25,0,0,0,418,418,1,6
1816,,,4,8,1,1,1,0,0,0.25,0,0,0,418,418,1,6
1817,,,3,6,1,1,1,0,0,0.333333,0,0,0,419,419,1,3
1818,,,3,6,1,1,1,0,0,0.333333,0,0,0,419,419,1,3
1819,,,3,6,1,1,1,0,0,0.333333,0,0,0,419,419,1,3
1820,,,3,6,1,1,1,0,0,0.333333,0,0,0,419,419,1,3
1821,,,4,8,1,1,1,0,0,0.25,0,0,0,420,420,1,6
1822,,,4,8,1,1,1,0,0,0.25,0,0,0,420,420,1,6
1823,,,4,8,1,1,1,0,0,0.25,0,0,0,420,420,1,6
1824,,,4,8,1,1,1,0,0,0.25,0,0,0,420,420,1,6
1825,,,4,8,1,1,1,0,0,0.25,0,0,0,420,420,1,6
1826,,,3,6,1,1,1,0,0,0.333333,0,0,0,421,421,1,3
1827,,,3,6,1,1,1,0,0,0.333333,0,0,0,421,421,1,3
1828,,,3,6,1,1,1,0,0,0.333333,0,0,0,421,421,1,3
1829,,,3,6,1,1,1,0,0,0.333333,0,0,0,421,421,1,3
1830,,,3,6,1,1,1,0,0,0.333333,0,0,0,422,422,1,3
1831,,,3,6,1,1,1,0,0,0.333333,0,0,0,422,422,1,3
1832,,,3,6,1,1,1,0,0,0.333333,0,0,0,422,422,1,3
1833,,,3,6,1,1,1,0,0,0.333333,0,0,0,422,422,1,3
1834,,,4,8,1,1,1,0,0,0.25,0,0,0,423,423,1,6
1835,,,4,8,1,1,1,0,0,0.25,0,0,0,423,423,1,6
1836,,,4,8,1,1,1,0,0,0.25,0,0,0,423,423,1,6
1837,,,4,8,1,1,1,0,0,0.25,0,0,0,423,423,1,6
1838,,,4,8,1,1,1,0,0,0.25,0,0,0,423,423,1,6
1840,,,4,8,1,1,1,0,0,0.25,0,0,0,424,424,1,6
1841,,,4,8,1,1,1,0,0,0.25,0,0,0,424,424,1,6
1842,,,4,8,1,1,1,0,0,0.25,0,0,0,424,424,1,6
1843,,,4,8,1,1,1,0,0,0.25,0,0,0,424,424,1,6
1844,,,4,8,1,1,1,0,0,0.25,0,0,0,424,424,1,6
1850,,,4,8,1,1,1,0,0,0.25,0,0,0,425,425,1,6
1851,,,4,8,1,1,1,0,0,0.25,0,0,0,425,425,1,6
1852,,,4,8,1,1,1,0,0,0.25,0,0,0,425,425,1,6
1853,,,4,8,1,1,1,0,0,0.25,0,0,0,425,425,1,6
1854,,,4,8,1,1,1,0,0,0.25,0,0,0,425,425,1,6
1855,,,2,4,1,1,1,0,0,0.5,0,0,0,426,426,1,1
1856,,,2,4,1,1,1,0,0,0.5,0,0,0,426,426,1,1
1857,,,2,4,1,1,1,0,0,0.5,0,0,0,426,426,1,1
1859,,,2,4,1,1,1,0,0,0.5,0,0,0,427,427,1,1
1860,,,2,4,1,1,1,0,0,0.5,0,0,0,427,427,1,1
1861,,,2,4,1,1,1,0,0,0.5,0,0,0,427,427,1,1
1862,,,4,8,1,1,1,0,0,0.25,0,0,0,428,428,1,6
1863,,,4,8,1,1,1,0,0,0.25,0,0,0,428,428,1,6
1864,,,4,8,1,1,1,0,0,0.25,0,0,0,428,428,1,6
1865,,,4,8,1,1,1,0,0,0.25,0,0,0,428,428,1,6
1866,,,4,8,1,1,1,0,0,0.25,0,0,0,428,428,1,6
1867,,,4,8,1,1,1,0,0,0.25,0,0,0,429,429,1,6
1868,,,4,8,1,1,1,0,0,0.25,0,0,0,429,429,1,6
1869,,,4,8,1,1,1,0,0,0.25,0,0,0,429,429,1,6
1870,,,4,8,1,1,1,0,0,0.25,0,0,0,429,429,1,6
1871,,,4,8,1,1,1,0,0,0.25,0,0,0,429,429,1,6
1872,,,1,2,1,1,1,0,0,1,0,0,0,430,430,0,0
1873,,,1,2,1,1,1,0,0,1,0,0,0,430,430,0,0
1874,,,4,8,1,1,1,0,0,0.25,0,0,0,431,431,1,6
1875,,,4,8,1,1,1,0,0,0.25,0,0,0,431,431,1,6
1876,,,4,8,1,1,1,0,0,0.25,0,0,0,431,431,1,6
1877,,,4,8,1,1,1,0,0,0.25,0,0,0,431,431,1,6
1878,,,4,8,1,1,1,0,0,0.25,0,0,0,431,431,1,6
1879,,,1,2,1,1,1,0,0,1,0,0,0,432,432,0,0
1880,,,1,2,1,1,1,0,0,1,0,0,0,432,432,0,0
1881,,,4,8,1,1,1,0,0,0.25,0,0,0,433,433,1,6
1882,,,4,8,1,1,1,0,0,0.25,0,0,0,433,433,1,6
1883,,,4,8,1,1,1,0,0,0.25,0,0,0,433,433,1,6
1884,,,4,8,1,1,1,0,0,0.25,0,0,0,433,433,1,6
1885,,,4,8,1,1,1,0,0,0.25,0,0,0,433,433,1,6
1886,,,3,6,1,1,1,0,0,0.333333,0,0,0,434,434,1,3
1887,,,3,6,1,1,1,0,0,0.333333,0,0,0,434,434,1,3
1888,,,3,6,1,1,1,0,0,0.333333,0,0,0,434,434,1,3
1889,,,3,6,1,1,1,0,0,0.333333,0,0,0,434,434,1,3
1890,,,4,8,1,1,1,0,0,0.25,0,0,0,435,435,1,6
1891,,,4,8,1,1,1,0,0,0.25,0,0,0,435,435,1,6
1892,,,4,8,1,1,1,0,0,0.25,0,0,0,435,435,1,6
1893,,,4,8,1,1,1,0,0,0.25,0,0,0,435,435,1,6
1894,,,4,8,1,1,1,0,0,0.25,0,0,0,435,435,1,6
1895,,,4,8,1,1,1,0,0,0.25,0,0,0,436,436,1,6
1896,,,4,8,1,1,1,0,0,0.25,0,0,0,436,436,1,6
1897,,,4,8,1,1,1,0,0,0.25,0,0,0,436,436,1,6
1898,,,4,8,1,1,1,0,0,0.25,0,0,0,436,436,1,6
1899,,,4,8,1,1,1,0,0,0.25,0,0,0,436,436,1,6
1901,,,3,6,1,1,1,0,0,0.333333,0,0,0,437,437,1,3
1902,,,3,6,1,1,1,0,0,0.333333,0,0,0,437,437,1,3
1903,,,3,6,1,1,1,0,0,0.333333,0,0,0,437,437,1,3
1904,,,3,6,1,1,1,0,0,0.333333,0,0,0,437,437,1,3
1905,,,4,8,1,1,1,0,0,0.25,0,0,0,438,438,1,6
1906,,,4,8,1,1,1,0,0,0.25,0,0,0,438,438,1,6
1907,,,4,8,1,1,1,0,0,0.25,0,0,0,438,438,1,6
1908,,,4,8,1,1,1,0,0,0.25,0,0,0,438,438,1,6
1909,,,4,8,1,1,1,0,0,0.25,0,0,0,438,438,1,6
1910,,,1,2,1,1,1,0,0,1,0,0,0,439,439,0,0
1911,,,1,2,1,1,1,0,0,1,0,0,0,439,439,0,0
1912,,,1,2,1,1,1,0,0,1,0,0,0,440,440,0,0
1913,,,1,2,1,1,1,0,0,1,0,0,0,440,440,0,0
1919,,,4,8,2,0.75,0.833333,0,0,0.272727,0,0,0,441,441,1,6
1920,,,4,8,2,0.75,0.833333,0,0,0.272727,0,0,0,441,441,1,6
1921,,,4,8,2,0.75,0.833333,0,0,0.272727,0,0,0,441,441,1,6
1922,,,4,8,2,0.75,0.833333,0,0,0.272727,0,0,0,441,441,1,6
1923,,,6,12,1,1,1,8,0.000002,0.083333,0,0,0,441,441,0.466667,7
2055,,,2,4,2,0.6,0.666667,0,0,0.75,0,0,0,441,441,1,1
2056,,,2,4,2,0.6,0.666667,0,0,0.75,0,0,0,441,441,1,1
1924,,,2,4,1,1,1,0,0,0.5,0,0,0,442,442,1,1
1925,,,2,4,1,1,1,0,0,0.5,0,0,0,442,442,1,1
1926,,,2,4,1,1,1,0,0,0.5,0,0,0,442,442,1,1
1927,,,4,8,1,1,1,0,0,0.25,0,0,0,443,443,1,6
1928,,,4,8,1,1,1,0,0,0.25,0,0,0,443,443,1,6
1929,,,4,8,1,1,1,0,0,0.25,0,0,0,443,443,1,6
1930,,,4,8,1,1,1,0,0,0.25,0,0,0,443,443,1,6
1931,,,4,8,1,1,1,0,0,0.25,0,0,0,443,443,1,6
1932,,,3,6,1,1,1,0,0,0.333333,0,0,0,444,444,1,3
1933,,,3,6,1,1,1,0,0,0.333333,0,0,0,444,444,1,3
1934,,,3,6,1,1,1,0,0,0.333333,0,0,0,444,444,1,3
1935,,,3,6,1,1,1,0,0,0.333333,0,0,0,444,444,1,3
1938,,,2,4,1,1,1,0,0,0.5,0,0,0,445,445,1,1
1939,,,2,4,1,1,1,0,0,0.5,0,0,0,445,445,1,1
1940,,,2,4,1,1,1,0,0,0.5,0,0,0,445,445,1,1
1941,,,4,8,1,1,1,0,0,0.25,0,0,0,446,446,1,6
1942,,,4,8,1,1,1,0,0,0.25,0,0,0,446,446,1,6
1943,,,4,8,1,1,1,0,0,0.25,0,0,0,446,446,1,6
1944,,,4,8,1,1,1,0,0,0.25,0,0,0,446,446,1,6
1945,,,4,8,1,1,1,0,0,0.25,0,0,0,446,446,1,6
1946,,,4,8,1,1,1,0,0,0.25,0,0,0,447,447,1,6
1947,,,4,8,1,1,1,0,0,0.25,0,0,0,447,447,1,6
1948,,,4,8,1,1,1,0,0,0.25,0,0,0,447,447,1,6
1949,,,4,8,1,1,1,0,0,0.25,0,0,0,447,447,1,6
1950,,,4,8,1,1,1,0,0,0.25,0,0,0,447,447,1,6
1951,,,4,8,1,1,1,0,0,0.25,0,0,0,448,448,1,6
1952,,,4,8,1,1,1,0,0,0.25,0,0,0,448,448,1,6
1953,,,4,8,1,1,1,0,0,0.25,0,0,0,448,448,1,6
1954,,,4,8,1,1,1,0,0,0.25,0,0,0,448,448,1,6
1955,,,4,8,1,1,1,0,0,0.25,0,0,0,448,448,1,6
1956,,,1,2,1,1,1,0,0,1,0,0,0,449,449,0,0
1957,,,1,2,1,1,1,0,0,1,0,0,0,449,449,0,0
1968,,,2,4,1,1,1,0,0,0.5,0,0,0,450,450,1,1
1969,,,2,4,1,1,1,0,0,0.5,0,0,0,450,450,1,1
1970,,,2,4,1,1,1,0,0,0.5,0,0,0,450,450,1,1
1971,,,3,6,1,1,1,0,0,0.333333,0,0,0,451,451,1,3
1972,,,3,6,1,1,1,0,0,0.333333,0,0,0,451,451,1,3
1973,,,3,6,1,1,1,0,0,0.333333,0,0,0,451,451,1,3
1974,,,3,6,1,1,1,0,0,0.333333,0,0,0,451,451,1,3
1975,,,4,8,1,1,1,0,0,0.25,0,0,0,452,452,1,6
1976,,,4,8,1,1,1,0,0,0.25,0,0,0,452,452,1,6
1977,,,4,8,1,1,1,0,0,0.25,0,0,0,452,452,1,6
1978,,,4,8,1,1,1,0,0,0.25,0,0,0,452,452,1,6
1979,,,4,8,1,1,1,0,0,0.25,0,0,0,452,452,1,6
1980,,,4,8,1,1,1,0,0,0.25,0,0,0,453,453,1,6
