Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,betweennesscentrality2,bridgingcoefficient,bridgingcentrality,Authority,Hub,modularity_class,componentnumber,clustering,triangles,eigencentrality
0,,,4,8,1,1,1,0,0,0.25,0,0,0,0,0,1,6,0.08202
1,,,4,8,1,1,1,0,0,0.25,0,0,0,0,0,1,6,0.08202
2,,,4,8,1,1,1,0,0,0.25,0,0,0,0,0,1,6,0.08202
3,,,4,8,1,1,1,0,0,0.25,0,0,0,0,0,1,6,0.08202
4,,,4,8,1,1,1,0,0,0.25,0,0,0,0,0,1,6,0.08202
5,,,1,2,1,1,1,0,0,1,0,0,0,1,1,0,0,0.00311
6,,,1,2,1,1,1,0,0,1,0,0,0,1,1,0,0,0.00311
7,,,4,8,1,1,1,0,0,0.25,0,0,0,2,2,1,6,0.08202
8,,,4,8,1,1,1,0,0,0.25,0,0,0,2,2,1,6,0.08202
9,,,4,8,1,1,1,0,0,0.25,0,0,0,2,2,1,6,0.08202
10,,,4,8,1,1,1,0,0,0.25,0,0,0,2,2,1,6,0.08202
11,,,4,8,1,1,1,0,0,0.25,0,0,0,2,2,1,6,0.08202
12,,,4,8,1,1,1,0,0,0.25,0,0,0,3,3,1,6,0.08202
13,,,4,8,1,1,1,0,0,0.25,0,0,0,3,3,1,6,0.08202
14,,,4,8,1,1,1,0,0,0.25,0,0,0,3,3,1,6,0.08202
15,,,4,8,1,1,1,0,0,0.25,0,0,0,3,3,1,6,0.08202
16,,,4,8,1,1,1,0,0,0.25,0,0,0,3,3,1,6,0.08202
17,,,4,8,1,1,1,0,0,0.25,0,0,0,4,4,1,6,0.08202
18,,,4,8,1,1,1,0,0,0.25,0,0,0,4,4,1,6,0.08202
19,,,4,8,1,1,1,0,0,0.25,0,0,0,4,4,1,6,0.08202
20,,,4,8,1,1,1,0,0,0.25,0,0,0,4,4,1,6,0.08202
21,,,4,8,1,1,1,0,0,0.25,0,0,0,4,4,1,6,0.08202
22,,,2,4,1,1,1,0,0,0.5,0,0,0,5,5,1,1,0.011801
23,,,2,4,1,1,1,0,0,0.5,0,0,0,5,5,1,1,0.011801
24,,,2,4,1,1,1,0,0,0.5,0,0,0,5,5,1,1,0.011801
25,,,4,8,2,0.666667,0.75,0,0,0.285714,0,0,0,6,6,1,6,0.131439
26,,,4,8,2,0.666667,0.75,0,0,0.285714,0,0,0,6,6,1,6,0.131439
27,,,4,8,2,0.666667,0.75,0,0,0.285714,0,0,0,6,6,1,6,0.131439
28,,,4,8,2,0.666667,0.75,0,0,0.285714,0,0,0,6,6,1,6,0.131439
29,,,8,16,1,1,1,16,0.000004,0.0625,0,0,0,6,6,0.428571,12,0.224267
622,,,4,8,2,0.666667,0.75,0,0,0.285714,0,0,0,6,6,1,6,0.131439
623,,,4,8,2,0.666667,0.75,0,0,0.285714,0,0,0,6,6,1,6,0.131439
624,,,4,8,2,0.666667,0.75,0,0,0.285714,0,0,0,6,6,1,6,0.131439
625,,,4,8,2,0.666667,0.75,0,0,0.285714,0,0,0,6,6,1,6,0.131439
30,,,4,8,1,1,1,0,0,0.25,0,0,0,7,7,1,6,0.08202
31,,,4,8,1,1,1,0,0,0.25,0,0,0,7,7,1,6,0.08202
32,,,4,8,1,1,1,0,0,0.25,0,0,0,7,7,1,6,0.08202
33,,,4,8,1,1,1,0,0,0.25,0,0,0,7,7,1,6,0.08202
34,,,4,8,1,1,1,0,0,0.25,0,0,0,7,7,1,6,0.08202
35,,,1,2,1,1,1,0,0,1,0,0,0,8,8,0,0,0.00311
36,,,1,2,1,1,1,0,0,1,0,0,0,8,8,0,0,0.00311
37,,,4,8,1,1,1,0,0,0.25,0,0,0,9,9,1,6,0.08202
38,,,4,8,1,1,1,0,0,0.25,0,0,0,9,9,1,6,0.08202
39,,,4,8,1,1,1,0,0,0.25,0,0,0,9,9,1,6,0.08202
40,,,4,8,1,1,1,0,0,0.25,0,0,0,9,9,1,6,0.08202
41,,,4,8,1,1,1,0,0,0.25,0,0,0,9,9,1,6,0.08202
42,,,4,8,1,1,1,0,0,0.25,0,0,0,10,10,1,6,0.08202
43,,,4,8,1,1,1,0,0,0.25,0,0,0,10,10,1,6,0.08202
44,,,4,8,1,1,1,0,0,0.25,0,0,0,10,10,1,6,0.08202
45,,,4,8,1,1,1,0,0,0.25,0,0,0,10,10,1,6,0.08202
46,,,4,8,1,1,1,0,0,0.25,0,0,0,10,10,1,6,0.08202
47,,,8,22,1,1,1,6.666667,0.000001,0.065502,0,0,0,11,11,0.5,14,0.323151
48,,,4,8,2,0.666667,0.75,0,0,0.357143,0,0,0,11,11,1,6,0.20315
49,,,8,22,1,1,1,6.666667,0.000001,0.065502,0,0,0,11,11,0.5,14,0.323151
50,,,4,8,2,0.666667,0.75,0,0,0.357143,0,0,0,11,11,1,6,0.20315
51,,,5,14,2,0.727273,0.8125,0.666667,0,0.184615,0,0,0,11,11,0.8,8,0.229449
372,,,3,6,2,0.615385,0.6875,0,0,0.740741,0,0,0,11,11,1,3,0.164859
2062,,,4,8,2,0.666667,0.75,0,0,0.333333,0,0,0,11,11,1,6,0.195746
2063,,,4,8,2,0.666667,0.75,0,0,0.333333,0,0,0,11,11,1,6,0.195746
2064,,,4,8,2,0.666667,0.75,0,0,0.333333,0,0,0,11,11,1,6,0.195746
52,,,4,8,2,0.75,0.833333,0,0,0.3,0,0,0,12,12,1,6,0.122139
53,,,4,8,2,0.75,0.833333,0,0,0.3,0,0,0,12,12,1,6,0.122139
54,,,6,14,1,1,1,3,0.000001,0.105263,0,0,0,12,12,0.6,9,0.154952
55,,,4,8,2,0.75,0.833333,0,0,0.3,0,0,0,12,12,1,6,0.122139
56,,,6,14,1,1,1,3,0.000001,0.105263,0,0,0,12,12,0.6,9,0.154952
92,,,3,6,2,0.666667,0.75,0,0,0.5,0,0,0,12,12,1,3,0.088507
93,,,3,6,2,0.666667,0.75,0,0,0.5,0,0,0,12,12,1,3,0.088507
57,,,4,8,1,1,1,0,0,0.25,0,0,0,13,13,1,6,0.08202
58,,,4,8,1,1,1,0,0,0.25,0,0,0,13,13,1,6,0.08202
59,,,4,8,1,1,1,0,0,0.25,0,0,0,13,13,1,6,0.08202
60,,,4,8,1,1,1,0,0,0.25,0,0,0,13,13,1,6,0.08202
61,,,4,8,1,1,1,0,0,0.25,0,0,0,13,13,1,6,0.08202
62,,,4,8,1,1,1,0,0,0.25,0,0,0,14,14,1,6,0.08202
63,,,4,8,1,1,1,0,0,0.25,0,0,0,14,14,1,6,0.08202
