Id,Label,timeset,componentnumber,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,betweennesscentrality2,bridgingcoefficient,bridgingcentrality,Authority,Hub,modularity_class,clustering,triangles,eigencentrality
4,,,1,4,14,21,0.086562,0.096247,0,0,0.326087,0,0,0,0,1,6,0.02378
5,,,1,10,34,20,0.094753,0.108947,32971,0.007295,0.043993,0.000321,0.000002,0.000002,0,0.288889,13,0.063887
4581,,,1,4,12,21,0.086562,0.096247,0,0,0.326087,0,0,0,0,1,6,0.02378
5852,,,1,6,14,21,0.086577,0.096801,9,0.000002,0.1341,0,0,0,0,0.6,9,0.031991
6947,,,1,4,12,21,0.086562,0.096247,0,0,0.326087,0,0,0,0,1,6,0.02378
900,,,1,14,40,20,0.094861,0.110342,116083.5,0.025685,0.020852,0.000536,0.000004,0.000004,0,0.197802,18,0.089403
901,,,1,17,46,19,0.104439,0.122856,194476.5,0.04303,0.011715,0.000504,0.000016,0.000016,0,0.169118,23,0.104786
5851,,,1,4,10,21,0.086572,0.096469,3,0.000001,0.274869,0,0,0,0,0.666667,4,0.02332
5853,,,1,7,14,21,0.08658,0.096968,12017,0.002659,0.040623,0.000108,0,0,0,0.190476,4,0.027317
6933,,,1,2,4,21,0.086557,0.095915,0,0,1.428571,0,0,0,0,1,1,0.013932
7864,,,1,3,6,20,0.094721,0.107561,0,0,1.447689,0,0.000002,0.000002,0,1,3,0.037406
6,,,1,4,8,23,0.092694,0.104883,0,0,0.304348,0,0.000008,0.000008,12,1,6,0.027693
7,,,1,14,28,22,0.10215,0.120585,166564.637586,0.036854,0.023778,0.000876,0.000063,0.000063,12,0.230769,21,0.104347
8,,,1,4,8,23,0.092694,0.104883,0,0,0.304348,0,0.000008,0.000008,12,1,6,0.027693
9,,,1,4,8,23,0.092694,0.104883,0,0,0.304348,0,0.000008,0.000008,12,1,6,0.027693
10,,,1,4,8,23,0.092694,0.104883,0,0,0.304348,0,0.000008,0.000008,12,1,6,0.027693
2269,,,1,9,18,23,0.101588,0.121659,58008.929862,0.012835,0.053299,0.000684,0.000014,0.000014,12,0.388889,14,0.111673
3340,,,1,7,16,23,0.101167,0.119775,34516.09639,0.007637,0.135678,0.001036,0.000013,0.000013,12,0.619048,13,0.099253
3341,,,1,4,8,23,0.096375,0.110839,0,0,0.456522,0,0.00001,0.00001,12,1,6,0.046644
3342,,,1,4,8,23,0.096375,0.110839,0,0,0.456522,0,0.00001,0.00001,12,1,6,0.046644
3343,,,1,12,26,23,0.101205,0.120856,67500.09639,0.014935,0.035274,0.000527,0.000014,0.000014,12,0.287879,19,0.118779
5562,,,1,2,4,22,0.099467,0.112341,0,0,2.1,0,0.000052,0.000052,18,1,1,0.020069
5563,,,1,6,12,21,0.108212,0.123587,163860.445234,0.036256,0.115226,0.004178,0.000485,0.000485,18,0.466667,7,0.038801
7950,,,1,8,16,23,0.096797,0.112834,12012,0.002658,0.080255,0.000213,0.00001,0.00001,12,0.428571,12,0.058554
8545,,,1,8,16,23,0.097576,0.115068,42903.314063,0.009493,0.092699,0.00088,0.00001,0.00001,6,0.428571,12,0.070787
8546,,,1,4,8,23,0.096785,0.112168,0,0,0.577982,0,0.000009,0.000009,12,1,6,0.045336
25,,,1,4,12,25,0.092407,0.106295,250.338095,0.000055,0.285714,0.000016,0.000084,0.000084,4,0.666667,4,0.025619
26,,,1,8,22,24,0.100077,0.116543,111667.422749,0.024708,0.05744,0.001419,0.00064,0.00064,4,0.285714,8,0.042418
188,,,1,12,24,25,0.09511,0.114104,108609.822613,0.024031,0.024631,0.000592,0.000087,0.000087,4,0.227273,15,0.0848
189,,,1,3,6,25,0.092404,0.106129,0,0,0.727273,0,0.000077,0.000077,4,1,3,0.023077
5836,,,1,3,8,25,0.090981,0.102159,0.5,0,0.380952,0,0.000075,0.000075,4,0.666667,2,0.013774
7602,,,1,7,14,24,0.099064,0.114285,184103.566329,0.040735,0.094712,0.003858,0.000636,0.000636,4,0.428571,9,0.038877
8440,,,1,5,10,23,0.106631,0.123006,195144.925113,0.043178,0.25519,0.011019,0.005087,0.005087,4,0.4,4,0.049958
11357,,,1,3,6,24,0.098448,0.111812,0,0,0.712468,0,0.000606,0.000606,4,1,3,0.020177
12225,,,1,2,4,25,0.090978,0.101993,0,0,1.090909,0,0.000068,0.000068,4,1,1,0.009943
37,,,1,5,12,21,0.105687,0.121065,64923.845459,0.014365,0.214013,0.003074,0.000124,0.000124,26,0.6,6,0.028776
38,,,1,6,14,20,0.10416,0.121026,68153.320459,0.01508,0.099668,0.001503,0.000016,0.000016,26,0.2,3,0.03855
4696,,,1,7,14,21,0.110531,0.128377,78710.439026,0.017416,0.11749,0.002046,0.00091,0.00091,26,0.428571,9,0.046249
4697,,,1,4,8,22,0.101901,0.115386,0,0,0.348259,0,0.000122,0.000122,26,1,6,0.023404
4698,,,1,4,8,22,0.101901,0.115386,0,0,0.348259,0,0.000122,0.000122,26,1,6,0.023404
4699,,,1,8,16,22,0.101922,0.116162,18006,0.003984,0.078475,0.000313,0.000129,0.000129,26,0.428571,12,0.041116
696,,,1,2,4,21,0.09434,0.10567,0,0,0.75,0,0.000002,0.000002,26,1,1,0.008355
697,,,1,2,4,21,0.09434,0.10567,0,0,0.75,0,0.000002,0.000002,26,1,1,0.008355
1678,,,1,18,40,19,0.109481,0.131821,249588.208554,0.055224,0.012589,0.000695,0.000027,0.000027,26,0.143791,22,0.128711
1679,,,1,4,8,20,0.100629,0.116319,26982,0.00597,0.3,0.001791,0.000004,0.000004,26,0.333333,2,0.03204
2938,,,1,6,14,20,0.100619,0.116392,11932.908333,0.00264,0.153061,0.000404,0.000005,0.000005,26,0.533333,8,0.045198
94,,,1,11,22,30,0.065337,0.078374,24008,0.005312,0.035534,0.000189,0,0,22,0.272727,15,0.054925
95,,,1,4,8,31,0.061335,0.070503,0,0,0.297297,0,0,0,22,1,6,0.021042
96,,,1,4,8,31,0.061335,0.070503,0,0,0.297297,0,0,0,22,1,6,0.021042
97,,,1,4,8,31,0.061335,0.070503,0,0,0.297297,0,0,0,22,1,6,0.021042
98,,,1,4,8,31,0.061335,0.070503,0,0,0.297297,0,0,0,22,1,6,0.021042
1549,,,1,8,18,29,0.069783,0.084297,59804.844516,0.013233,0.068166,0.000902,0,0,22,0.25,7,0.047744
1975,,,1,10,26,29,0.068027,0.083153,24322.310038,0.005382,0.049989,0.000269,0,0,22,0.311111,14,0.076032
12691,,,1,4,8,31,0.061335,0.070503,0,0,0.297297,0,0,0,22,1,6,0.021042
12692,,,1,4,8,31,0.061335,0.070503,0,0,0.297297,0,0,0,22,1,6,0.021042
12693,,,1,4,8,31,0.061335,0.070503,0,0,0.297297,0,0,0,22,1,6,0.021042
12694,,,1,4,8,31,0.061335,0.070503,0,0,0.297297,0,0,0,22,1,6,0.021042
12712,,,1,3,6,30,0.065326,0.077044,0,0,1.055156,0,0,0,22,1,3,0.027248
99,,,1,4,8,23,0.094545,0.107389,0,0,0.307692,0,0.000001,0.000001,2,1,6,0.033922
100,,,1,4,8,23,0.094545,0.107389,0,0,0.307692,0,0.000001,0.000001,2,1,6,0.033922
101,,,1,4,8,23,0.094545,0.107389,0,0,0.307692,0,0.000001,0.000001,2,1,6,0.033922
102,,,1,4,8,23,0.094545,0.107389,0,0,0.307692,0,0.000001,0.000001,2,1,6,0.033922
103,,,1,16,52,22,0.104402,0.124295,92810.225615,0.020535,0.020231,0.000415,0.00001,0.00001,2,0.25,30,0.154048
114,,,1,14,36,23,0.103575,0.124199,66499.458862,0.014714,0.026528,0.00039,0.000014,0.000014,2,0.274725,25,0.156171
277,,,1,14,42,21,0.109044,0.129813,64634.368342,0.014301,0.027517,0.000394,0.000029,0.000029,45,0.285714,26,0.142706
2719,,,1,10,52,23,0.102272,0.120079,12354.795849,0.002734,0.059443,0.000162,0.000008,0.000008,2,0.511111,23,0.120258
2720,,,1,14,60,23,0.10231,0.121132,45310.795849,0.010026,0.027992,0.000281,0.000008,0.000008,2,0.318681,29,0.14282
2721,,,1,5,24,23,0.098381,0.113994,0,0,0.39576,0,0.000004,0.000004,2,1,10,0.078455
2722,,,1,5,24,23,0.098381,0.113994,0,0,0.39576,0,0.000004,0.000004,2,1,10,0.078455
11746,,,1,4,8,22,0.100569,0.116281,0,0,0.491228,0,0.000005,0.000005,2,1,6,0.053741
11747,,,1,8,16,21,0.106315,0.125467,35246.869991,0.007799,0.087013,0.000679,0.00001,0.00001,21,0.428571,12,0.084503
11748,,,1,4,8,22,0.100569,0.116281,0,0,0.491228,0,0.000005,0.000005,2,1,6,0.053741
13067,,,1,4,8,23,0.098377,0.113828,0,0,0.818713,0,0.000004,0.000004,2,1,6,0.069073
13272,,,1,4,8,23,0.097308,0.111328,0,0,0.516605,0,0.000003,0.000003,2,1,6,0.057547
13273,,,1,4,8,23,0.097308,0.111328,0,0,0.516605,0,0.000003,0.000003,2,1,6,0.057547
107,,,1,9,24,22,0.098188,0.115915,54472.376623,0.012053,0.077138,0.00093,0.000005,0.000005,1,0.472222,17,0.089687
108,,,1,7,16,23,0.08971,0.104122,4471.5,0.000989,0.11539,0.000114,0.000001,0.000001,1,0.571429,12,0.067827
109,,,1,4,8,23,0.089702,0.103623,0,0,0.656355,0,0.000001,0.000001,1,1,6,0.052893
110,,,1,20,46,23,0.089769,0.106783,70291.833333,0.015553,0.011569,0.00018,0.000001,0.000001,1,0.168421,32,0.13613
111,,,1,13,30,22,0.098397,0.117042,117263.67644,0.025946,0.029896,0.000776,0.000003,0.000003,1,0.269231,21,0.101776
6074,,,1,6,16,22,0.098098,0.11428,381.04329,0.000084,0.176928,0.000015,0.000005,0.000005,1,0.733333,11,0.058728
6075,,,1,4,8,22,0.098047,0.113493,0,0,0.502454,0,0.000003,0.000003,1,1,6,0.043474
6076,,,1,7,20,21,0.108271,0.129106,150585.886829,0.033319,0.141266,0.004707,0.000017,0.000017,1,0.571429,12,0.081729
6471,,,1,4,8,22,0.09784,0.113021,0,0,0.470149,0,0.000004,0.000004,1,1,6,0.041196
6472,,,1,9,20,21,0.108014,0.128962,73022.630303,0.016157,0.079398,0.001283,0.000017,0.000017,1,0.361111,13,0.087627
4924,,,1,4,8,24,0.082384,0.09349,0,0,0.360825,0,0,0,1,1,6,0.038936
4925,,,1,4,8,24,0.082384,0.09349,0,0,0.360825,0,0,0,1,1,6,0.038936
4926,,,1,4,8,24,0.082384,0.09349,0,0,0.360825,0,0,0,1,1,6,0.038936
1990,,,1,11,24,24,0.082415,0.095042,21004.5,0.004648,0.037214,0.000173,0,0,1,0.327273,18,0.068926
3936,,,1,5,14,24,0.08239,0.093767,1.333333,0,0.2,0,0,0,1,0.8,8,0.041226
3937,,,1,6,12,24,0.082393,0.093934,6010,0.00133,0.098039,0.00013,0,0,1,0.466667,7,0.04082
3938,,,1,4,8,24,0.082388,0.093601,0,0,0.405405,0,0,0,1,1,6,0.037126
3939,,,1,5,14,24,0.08239,0.093767,1.333333,0,0.2,0,0,0,1,0.8,8,0.041226
7421,,,1,3,6,24,0.082381,0.093324,0,0,0.740741,0,0,0,1,1,3,0.030797
13013,,,1,4,8,24,0.082399,0.093878,0,0,0.390071,0,0,0,1,1,6,0.040549
13014,,,1,4,8,24,0.082399,0.093878,0,0,0.390071,0,0,0,1,1,6,0.040549
13015,,,1,4,8,24,0.082399,0.093878,0,0,0.390071,0,0,0,1,1,6,0.040549
13204,,,1,4,8,24,0.082384,0.09349,0,0,0.3125,0,0,0,1,1,6,0.034193
13205,,,1,4,8,24,0.082384,0.09349,0,0,0.3125,0,0,0,1,1,6,0.034193
13206,,,1,4,8,24,0.082384,0.09349,0,0,0.3125,0,0,0,1,1,6,0.034193
13207,,,1,4,8,24,0.082384,0.09349,0,0,0.3125,0,0,0,1,1,6,0.034193
2289,,,1,5,12,23,0.089866,0.103288,1502.5,0.000332,0.170972,0.000057,0,0,1,0.7,7,0.033859
2291,,,1,5,12,23,0.089866,0.103288,1502.5,0.000332,0.170972,0.000057,0,0,1,0.7,7,0.033859
2503,,,1,7,16,23,0.09017,0.105133,71228.548534,0.01576,0.096726,0.001524,0.000001,0.000001,1,0.428571,9,0.048267
3026,,,1,4,8,23,0.089863,0.103122,0,0,0.403369,0,0,0,1,1,6,0.031805
9465,,,1,3,6,23,0.089858,0.1029,0,0,0.602649,0,0,0,1,1,3,0.02508
9466,,,1,3,6,23,0.089858,0.1029,0,0,0.602649,0,0,0,1,1,3,0.02508
112,,,1,2,4,24,0.09386,0.106851,0,0,0.875,0,0.000001,0.000001,2,1,1,0.022189
113,,,1,2,4,24,0.09386,0.106851,0,0,0.875,0,0.000001,0.000001,2,1,1,0.022189
5020,,,1,12,24,24,0.096283,0.11331,24008,0.005312,0.033741,0.000179,0.000008,0.000008,2,0.272727,18,0.089296
6070,,,1,13,30,24,0.096286,0.113477,12436.54198,0.002752,0.025846,0.000071,0.000011,0.000011,2,0.269231,21,0.098394
6073,,,1,14,32,23,0.101818,0.121696,51168.507729,0.011322,0.025004,0.000283,0.000046,0.000046,2,0.263736,24,0.112641
10948,,,1,4,8,24,0.096258,0.11198,0,0,0.824773,0,0.000008,0.000008,2,1,6,0.059058
11058,,,1,13,32,22,0.106908,0.126625,146248.998291,0.032359,0.034425,0.001114,0.000029,0.000029,6,0.269231,21,0.126673
12950,,,1,4,8,23,0.098934,0.114397,0,0,0.781787,0,0.000006,0.000006,2,1,6,0.066214
140,,,1,4,8,24,0.088449,0.096516,0,0,0.272727,0,0.000001,0.000001,24,1,6,0.014578
141,,,1,4,8,24,0.088449,0.096516,0,0,0.272727,0,0.000001,0.000001,24,1,6,0.014578
142,,,1,4,8,24,0.088449,0.096516,0,0,0.272727,0,0.000001,0.000001,24,1,6,0.014578
143,,,1,4,8,24,0.088449,0.096516,0,0,0.272727,0,0.000001,0.000001,24,1,6,0.014578
144,,,1,6,12,23,0.097019,0.107975,12012,0.002658,0.095238,0.000253,0.000005,0.000005,24,0.466667,7,0.019816
856,,,1,2,4,23,0.097006,0.10731,0,0,1.2,0,0.000004,0.000004,24,1,1,0.00828
857,,,1,4,8,22,0.107404,0.122127,18006,0.003984,0.198795,0.000792,0.000042,0.000042,24,0.333333,2,0.020466
152,,,1,4,8,19,0.118582,0.13646,0,0,0.416493,0,0.000432,0.000432,34,1,6,0.085063
153,,,1,19,58,18,0.129506,0.156787,87074.305957,0.019266,0.011705,0.000226,0.00206,0.00206,34,0.187135,32,0.29056
154,,,1,4,8,19,0.118582,0.13646,0,0,0.416493,0,0.000432,0.000432,34,1,6,0.085063
155,,,1,4,8,19,0.118582,0.13646,0,0,0.416493,0,0.000432,0.000432,34,1,6,0.085063
156,,,1,21,64,18,0.132636,0.161405,326700.648016,0.072287,0.011248,0.000813,0.001613,0.001613,34,0.22381,47,0.388952
1376,,,1,55,138,17,0.141473,0.182727,1240231.148373,0.274417,0.001454,0.000399,0.003413,0.003413,34,0.063973,95,1
1725,,,1,9,20,19,0.120131,0.140022,68802.72586,0.015223,0.035908,0.000547,0.00895,0.00895,10,0.222222,8,0.071146
2742,,,1,3,6,18,0.127702,0.1516,0,0,2.814544,0,0.000675,0.000675,34,1,3,0.160666
4512,,,1,8,16,19,0.118591,0.137015,12012,0.002658,0.075132,0.0002,0.000331,0.000331,34,0.428571,12,0.074264
4826,,,1,9,26,19,0.123374,0.144872,12086.720257,0.002674,0.073925,0.000198,0.00061,0.00061,34,0.416667,15,0.134285
6041,,,1,6,20,19,0.118591,0.136793,1.666667,0,0.159536,0,0.00053,0.00053,34,0.666667,10,0.108369
6534,,,1,4,8,19,0.118582,0.13646,0,0,0.483636,0,0.000442,0.000442,34,1,6,0.087736
6535,,,1,4,8,19,0.118582,0.13646,0,0,0.483636,0,0.000442,0.000442,34,1,6,0.087736
8007,,,1,2,4,19,0.118573,0.136128,0,0,4.9875,0,0.00035,0.00035,34,1,1,0.066991
8553,,,1,4,8,19,0.118582,0.13646,0,0,0.541874,0,0.000451,0.000451,34,1,6,0.091134
8554,,,1,4,8,19,0.118582,0.13646,0,0,0.541874,0,0.000451,0.000451,34,1,6,0.091134
9949,,,1,4,8,19,0.118573,0.13635,0,0,0.464043,0,0.000316,0.000316,34,1,6,0.060798
9950,,,1,4,8,19,0.118573,0.13635,0,0,0.464043,0,0.000316,0.000316,34,1,6,0.060798
10986,,,1,2,4,19,0.117018,0.13411,0,0,3.053571,0,0.001049,0.001049,10,1,1,0.039006
11474,,,1,3,6,19,0.118577,0.136294,0,0,1.248826,0,0.0004,0.0004,34,1,3,0.078459
464,,,1,7,14,18,0.127189,0.150982,0,0,0.18313,0,0.000914,0.000914,34,1,21,0.240651
465,,,1,7,14,18,0.127189,0.150982,0,0,0.18313,0,0.000914,0.000914,34,1,21,0.240651
466,,,1,7,14,18,0.127189,0.150982,0,0,0.18313,0,0.000914,0.000914,34,1,21,0.240651
467,,,1,7,14,18,0.127189,0.150982,0,0,0.18313,0,0.000914,0.000914,34,1,21,0.240651
1374,,,1,7,14,18,0.127189,0.150982,0,0,0.18313,0,0.000914,0.000914,34,1,21,0.240651
1375,,,1,7,14,18,0.127189,0.150982,0,0,0.18313,0,0.000914,0.000914,34,1,21,0.240651
4827,,,1,9,18,19,0.129685,0.155078,454143.438103,0.100485,0.078232,0.007861,0.000335,0.000335,24,0.277778,10,0.108875
162,,,1,3,6,23,0.097355,0.11177,0,0,0.588235,0,0.000038,0.000038,3,1,3,0.027267
163,,,1,3,6,23,0.097355,0.11177,0,0,0.588235,0,0.000038,0.000038,3,1,3,0.027267
164,,,1,6,14,22,0.102404,0.119084,1376.452861,0.000305,0.130797,0.00004,0.000167,0.000167,3,0.6,9,0.047592
165,,,1,15,32,22,0.107843,0.130296,234554.413572,0.051898,0.022324,0.001159,0.00019,0.00019,3,0.2,21,0.122698
3262,,,1,11,28,21,0.110324,0.13073,169172.469597,0.037432,0.036468,0.001365,0.001155,0.001155,3,0.254545,14,0.07417
3995,,,1,4,8,22,0.102397,0.118752,0,0,0.476879,0,0.00016,0.00016,3,1,6,0.040162
3996,,,1,5,12,22,0.102432,0.11925,3561.002215,0.000788,0.258317,0.000204,0.000172,0.000172,3,0.7,7,0.044588
1245,,,1,8,16,23,0.102589,0.120632,101634.912259,0.022488,0.059966,0.001349,0.000025,0.000025,14,0.285714,8,0.050613
1246,,,1,7,16,23,0.099339,0.115759,15011.5,0.003321,0.08702,0.000289,0.000022,0.000022,14,0.380952,8,0.041705
1831,,,1,9,22,22,0.102133,0.120943,5606.402499,0.00124,0.072345,0.00009,0.000034,0.000034,3,0.444444,16,0.100289
1832,,,1,3,6,22,0.101953,0.118888,0,0,1.40884,0,0.000026,0.000026,3,1,3,0.049891
1833,,,1,17,38,21,0.108275,0.131631,267227.996742,0.059128,0.019721,0.001166,0.000045,0.000045,3,0.220588,30,0.178276
5211,,,1,4,8,23,0.097487,0.112717,0,0,0.380184,0,0.000027,0.000027,3,1,6,0.039949
5212,,,1,4,8,23,0.097487,0.112717,0,0,0.380184,0,0.000027,0.000027,3,1,6,0.039949
5213,,,1,11,22,22,0.102241,0.121719,118392.216258,0.026196,0.039592,0.001037,0.000037,0.000037,3,0.309091,17,0.095954
5214,,,1,4,8,23,0.097487,0.112717,0,0,0.380184,0,0.000027,0.000027,3,1,6,0.039949
186,,,1,1,2,25,0.082318,0.091683,0,0,5,0,0,0,6,0,0,0.005381
187,,,1,5,10,24,0.0897,0.103412,3006,0.000665,0.116556,0.000078,0.000001,0.000001,6,0.6,6,0.034633
583,,,1,11,24,24,0.092344,0.10931,33647.146153,0.007445,0.050472,0.000376,0.000002,0.000002,6,0.327273,18,0.102312
9951,,,1,4,8,24,0.089697,0.103246,0,0,0.375427,0,0.000001,0.000001,6,1,6,0.033272
9952,,,1,4,8,24,0.089697,0.103246,0,0,0.375427,0,0.000001,0.000001,6,1,6,0.033272
689,,,1,20,40,24,0.098526,0.121664,154414.77343,0.034166,0.013704,0.000468,0.000022,0.000022,12,0.2,38,0.223277
4690,,,1,8,16,25,0.091696,0.109463,62706,0.013874,0.086207,0.001196,0.000014,0.000014,4,0.428571,12,0.07919
5000,,,1,1,2,26,0.086852,0.099088,0,0,12,0,0.000008,0.000008,4,0,0,0.011718
7720,,,1,4,8,25,0.091638,0.108044,0,0,0.491803,0,0.000013,0.000013,4,1,6,0.054647
7721,,,1,4,8,25,0.091638,0.108044,0,0,0.491803,0,0.000013,0.000013,4,1,6,0.054647
12017,,,1,4,8,26,0.08686,0.099587,0,0,0.3,0,0.000012,0.000012,4,1,6,0.024621
12018,,,1,4,8,26,0.08686,0.099587,0,0,0.3,0,0.000012,0.000012,4,1,6,0.024621
12019,,,1,4,8,26,0.08686,0.099587,0,0,0.3,0,0.000012,0.000012,4,1,6,0.024621
12020,,,1,4,8,26,0.08686,0.099587,0,0,0.3,0,0.000012,0.000012,4,1,6,0.024621
211,,,1,2,4,18,0.118722,0.139934,0,0,6.372549,0,0.000181,0.000181,5,1,1,0.080769
212,,,1,26,74,17,0.133248,0.167003,517655.072129,0.114538,0.006508,0.000745,0.000977,0.000977,5,0.132308,43,0.424913
213,,,1,25,68,18,0.132141,0.164728,381500.693992,0.084412,0.006367,0.000537,0.000928,0.000928,5,0.12,36,0.37979
1099,,,1,30,66,17,0.130444,0.162875,557994.009913,0.123463,0.004781,0.00059,0.000897,0.000897,5,0.101149,44,0.40391
2370,,,1,5,10,18,0.117613,0.137685,6010,0.00133,0.117293,0.000156,0.000117,0.000117,5,0.4,4,0.060015
2371,,,1,3,6,18,0.117603,0.137352,0,0,0.58296,0,0.000115,0.000115,5,1,3,0.056288
2372,,,1,3,6,18,0.117603,0.137352,0,0,0.58296,0,0.000115,0.000115,5,1,3,0.056288
2835,,,1,4,8,18,0.11839,0.139503,0,0,0.602286,0,0.000142,0.000142,5,1,6,0.080099
2836,,,1,7,24,18,0.118404,0.140002,162.038095,0.000036,0.116883,0.000004,0.00018,0.00018,5,0.666667,14,0.103243
2837,,,1,11,22,18,0.119217,0.143502,248260.178576,0.054931,0.042028,0.002309,0.000155,0.000155,5,0.272727,15,0.123139
2838,,,1,7,24,18,0.118404,0.140002,162.038095,0.000036,0.116883,0.000004,0.00018,0.00018,5,0.666667,14,0.103243
3978,,,1,5,14,17,0.128763,0.155294,621.585681,0.000138,0.29704,0.000041,0.000579,0.000579,5,0.8,8,0.207254
3979,,,1,3,6,18,0.118891,0.14074,0,0,1.226415,0,0.000234,0.000234,5,1,3,0.104015
5776,,,1,4,8,18,0.117599,0.137407,0,0,0.476939,0,0.000142,0.000142,5,1,6,0.074661
5777,,,1,5,16,18,0.117603,0.137574,0.25,0,0.242667,0,0.000154,0.000154,5,0.9,9,0.08212
5978,,,1,5,10,18,0.123613,0.148827,331894.481457,0.073436,0.466786,0.034279,0.000235,0.000235,5,0.6,6,0.119895
6150,,,1,10,26,18,0.122141,0.147263,175848.207143,0.038909,0.042341,0.001647,0.000286,0.000286,5,0.311111,14,0.148262
7123,,,1,4,8,17,0.128757,0.155128,0,0,0.862138,0,0.000559,0.000559,5,1,6,0.19769
7224,,,1,8,16,18,0.124349,0.14969,166572.869646,0.036856,0.099724,0.003675,0.000246,0.000246,21,0.428571,12,0.134309
7652,,,1,4,8,18,0.118732,0.140266,0,0,0.432181,0,0.000224,0.000224,5,1,6,0.101847
7653,,,1,4,8,18,0.118732,0.140266,0,0,0.432181,0,0.000224,0.000224,5,1,6,0.101847
7654,,,1,4,8,18,0.118732,0.140266,0,0,0.432181,0,0.000224,0.000224,5,1,6,0.101847
8532,,,1,2,4,18,0.118722,0.139934,0,0,6.372549,0,0.000181,0.000181,5,1,1,0.080769
10770,,,1,4,8,18,0.117599,0.137407,0,0,0.476939,0,0.000142,0.000142,5,1,6,0.074661
10945,,,1,3,6,18,0.118727,0.1401,0,0,0.809465,0,0.000201,0.000201,5,1,3,0.090117
10946,,,1,3,6,18,0.118727,0.1401,0,0,0.809465,0,0.000201,0.000201,5,1,3,0.090117
1730,,,1,6,14,19,0.116986,0.137823,83412,0.018456,0.129918,0.002398,0.000113,0.000113,5,0.4,6,0.067907
1959,,,1,3,8,19,0.117982,0.138816,383.753571,0.000085,0.680272,0.000058,0.000109,0.000109,5,0.666667,2,0.055269
1960,,,1,5,10,19,0.120671,0.14524,102698.453961,0.022723,0.335627,0.007627,0.000118,0.000118,21,0.4,4,0.097487
2048,,,1,3,6,19,0.116858,0.136497,0,0,0.617284,0,0.00011,0.00011,5,1,3,0.052918
2049,,,1,3,6,19,0.116858,0.136497,0,0,0.617284,0,0.00011,0.00011,5,1,3,0.052918
4075,,,1,4,10,19,0.116745,0.136159,6010,0.00133,0.182039,0.000242,0.000101,0.000101,5,0.333333,2,0.048896
4831,,,1,4,8,18,0.127017,0.151567,0,0,0.554276,0,0.000546,0.000546,34,1,6,0.171503
4832,,,1,7,16,18,0.132812,0.159876,62439.902491,0.013816,0.186484,0.002576,0.000849,0.000849,34,0.571429,12,0.253956
4833,,,1,4,8,18,0.127017,0.151567,0,0,0.554276,0,0.000546,0.000546,34,1,6,0.171503
7245,,,1,8,16,19,0.117063,0.13781,21000,0.004647,0.081547,0.000379,0.000151,0.000151,5,0.428571,12,0.089169
12090,,,1,4,8,19,0.117031,0.136979,0,0,0.485437,0,0.000144,0.000144,5,1,6,0.073193
12091,,,1,4,8,19,0.117031,0.136979,0,0,0.485437,0,0.000144,0.000144,5,1,6,0.073193
13061,,,1,2,4,19,0.11699,0.136341,0,0,3.571429,0,0.000116,0.000116,5,1,1,0.054211
222,,,1,8,20,21,0.085259,0.097485,11747.428571,0.002599,0.122898,0.000319,0,0,16,0.571429,16,0.081236
223,,,1,8,20,21,0.085259,0.097485,11743.619048,0.002598,0.089792,0.000233,0,0,16,0.535714,15,0.075241
224,,,1,4,8,22,0.078579,0.087503,0,0,0.555556,0,0,0,16,1,6,0.042563
225,,,1,10,32,22,0.078717,0.089197,3479.809524,0.00077,0.054533,0.000042,0,0,16,0.511111,23,0.08131
226,,,1,10,24,22,0.078717,0.089197,3479.809524,0.00077,0.054533,0.000042,0,0,16,0.511111,23,0.08131
832,,,1,12,26,20,0.092972,0.108573,262902.119048,0.05817,0.028192,0.00164,0.000001,0.000001,16,0.19697,13,0.082278
2145,,,1,8,20,21,0.085421,0.098768,89599.309524,0.019825,0.109264,0.002166,0,0,16,0.5,14,0.07527
6360,,,1,11,24,22,0.078866,0.090596,3566.904762,0.000789,0.052376,0.000041,0,0,16,0.4,22,0.096525
7418,,,1,7,16,22,0.078711,0.088698,2000,0.000443,0.137243,0.000061,0,0,16,0.714286,15,0.065921
4000,,,1,2,4,21,0.08509,0.095625,0,0,2.4,0,0,0,16,1,1,0.021688
6394,,,1,4,8,23,0.073113,0.081441,0,0,0.462185,0,0,0,16,1,6,0.040339
6395,,,1,4,8,23,0.073113,0.081441,0,0,0.462185,0,0,0,16,1,6,0.040339
8044,,,1,4,8,23,0.07298,0.080463,0,0,0.421687,0,0,0,16,1,6,0.036103
8045,,,1,4,8,23,0.07298,0.080463,0,0,0.421687,0,0,0,16,1,6,0.036103
227,,,1,3,6,27,0.07185,0.077765,0,0,0.384615,0,0,0,17,1,3,0.008825
228,,,1,3,6,27,0.07185,0.077765,0,0,0.384615,0,0,0,17,1,3,0.008825
229,,,1,3,6,27,0.07185,0.077765,0,0,0.384615,0,0,0,17,1,3,0.008825
230,,,1,5,10,26,0.077406,0.08531,9012,0.001994,0.121739,0.000243,0,0,17,0.4,4,0.015548
6311,,,1,7,14,25,0.083882,0.094369,35975,0.00796,0.073875,0.000588,0,0,17,0.238095,5,0.027555
9704,,,1,2,4,26,0.0774,0.084811,0,0,1.458333,0,0,0,17,1,1,0.009181
