Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,componentnumber,modularity_class,betweennesscentrality2,bridgingcoefficient,bridgingcentrality,clustering,triangles,eigencentrality
6451,,,3,6,2,0.6,0.666667,0,0,0,122,0,0,0.428571,0,1,3,0.011585
6452,,,3,6,2,0.6,0.666667,0,0,0,122,0,0,0.428571,0,1,3,0.011585
6453,,,3,6,2,0.6,0.666667,0,0,0,122,0,0,0.428571,0,1,3,0.011585
618,,,7,16,1,1,1,4.5,0,0,123,0,0,0.086957,0,0.571429,12,0.028405
619,,,4,8,2,0.7,0.785714,0,0,0,123,0,0,0.318182,0,1,6,0.018604
620,,,7,16,1,1,1,4.5,0,0,123,0,0,0.086957,0,0.571429,12,0.028405
621,,,4,8,2,0.7,0.785714,0,0,0,123,0,0,0.318182,0,1,6,0.018604
622,,,4,8,2,0.7,0.785714,0,0,0,123,0,0,0.318182,0,1,6,0.018604
1196,,,4,8,2,0.7,0.785714,0,0,0,123,0,0,0.318182,0,1,6,0.018604
1197,,,4,8,2,0.7,0.785714,0,0,0,123,0,0,0.318182,0,1,6,0.018604
1198,,,4,8,2,0.7,0.785714,0,0,0,123,0,0,0.318182,0,1,6,0.018604
623,,,2,4,28,0.067142,0.075556,0,0,0,1,33,0,2.72,0,1,1,0.022582
624,,,8,18,28,0.06716,0.076886,6907.535714,0,0,1,33,0.000077,0.072726,0.000006,0.392857,11,0.058916
625,,,17,44,27,0.071962,0.084871,74715.607143,0,0,1,33,0.000831,0.012127,0.00001,0.154412,21,0.093962
3042,,,5,14,28,0.067146,0.076055,5.142857,0,0,1,33,0,0.196627,0,0.6,6,0.038073
3043,,,3,6,28,0.067143,0.075722,0,0,0,1,33,0,0.868455,0,1,3,0.028478
5389,,,11,24,28,0.067164,0.077385,20083.880952,0,0,1,33,0.000223,0.040204,0.000009,0.327273,18,0.073345
6044,,,7,16,29,0.062953,0.070848,2402.130952,0,0,1,33,0.000027,0.115789,0.000003,0.619048,13,0.048747
6047,,,7,16,29,0.062953,0.070848,2402.130952,0,0,1,33,0.000027,0.115789,0.000003,0.619048,13,0.048747
12888,,,4,8,29,0.062949,0.070349,0,0,0,1,33,0,0.498382,0,1,6,0.03419
3429,,,6,14,27,0.071921,0.082377,2980,0,0,1,33,0.000033,0.136931,0.000005,0.6,9,0.043466
3430,,,4,8,27,0.071917,0.082044,0,0,0,1,33,0,0.416327,0,1,6,0.034537
3431,,,8,16,26,0.07743,0.090493,89310,0,0,1,33,0.000993,0.080189,0.00008,0.428571,12,0.059169
3432,,,4,8,27,0.071917,0.082044,0,0,0,1,33,0,0.416327,0,1,6,0.034537
4122,,,7,14,28,0.067148,0.076387,12012,0,0,1,33,0.000134,0.082792,0.000011,0.428571,9,0.036751
8765,,,3,6,28,0.067136,0.0755,0,0,0,1,33,0,0.78341,0,1,3,0.026468
9223,,,2,4,28,0.067134,0.075334,0,0,0,1,33,0,0.894737,0,1,1,0.017092
9224,,,2,4,28,0.067134,0.075334,0,0,0,1,33,0,0.894737,0,1,1,0.017092
11739,,,3,6,28,0.067142,0.075722,0,0,0,1,33,0,0.623037,0,1,3,0.024374
11740,,,3,6,28,0.067142,0.075722,0,0,0,1,33,0,0.623037,0,1,3,0.024374
11909,,,3,6,28,0.067149,0.075944,0,0,0,1,33,0,0.690037,0,1,3,0.029306
11910,,,3,6,28,0.067149,0.075944,0,0,0,1,33,0,0.690037,0,1,3,0.029306
626,,,7,14,23,0.085109,0.098579,130372,0,0,1,11,0.001449,0.098251,0.000142,0.428571,9,0.048372
627,,,3,6,23,0.085004,0.096601,0,0,0,1,11,0,0.608696,0,1,3,0.023591
628,,,3,6,23,0.085004,0.096601,0,0,0,1,11,0,0.608696,0,1,3,0.023591
629,,,14,28,22,0.092766,0.109113,159803,0.000001,0.000001,1,11,0.001776,0.020483,0.000036,0.197802,18,0.081711
1682,,,11,24,24,0.078573,0.091228,71655,0,0,1,11,0.000797,0.043413,0.000035,0.327273,18,0.071312
4655,,,8,16,24,0.078557,0.090369,47856,0,0,1,11,0.000532,0.078926,0.000042,0.428571,12,0.048734
8394,,,4,8,24,0.078524,0.089205,0,0,0,1,11,0,0.410667,0,1,6,0.030616
8395,,,4,8,24,0.078524,0.089205,0,0,0,1,11,0,0.410667,0,1,6,0.030616
1012,,,19,42,21,0.101849,0.121507,224797.321108,0.000005,0.000005,1,3,0.002499,0.011549,0.000029,0.140351,24,0.118707
1151,,,4,8,22,0.092611,0.106492,0,0.000001,0.000001,1,11,0,0.500942,0,1,6,0.043664
1152,,,4,8,22,0.092611,0.106492,0,0.000001,0.000001,1,11,0,0.500942,0,1,6,0.043664
1153,,,8,16,22,0.092623,0.107157,12012,0.000001,0.000001,1,11,0.000134,0.076968,0.00001,0.428571,12,0.056967
4031,,,3,6,23,0.084898,0.095642,0,0,0,1,11,0,0.451613,0,1,3,0.019356
4032,,,3,6,23,0.084898,0.095642,0,0,0,1,11,0,0.451613,0,1,3,0.019356
4033,,,3,6,23,0.084898,0.095642,0,0,0,1,11,0,0.451613,0,1,3,0.019356
13150,,,4,8,23,0.0849,0.095808,0,0,0,1,11,0,0.304348,0,1,6,0.025484
13151,,,4,8,23,0.0849,0.095808,0,0,0,1,11,0,0.304348,0,1,6,0.025484
13152,,,4,8,23,0.0849,0.095808,0,0,0,1,11,0,0.304348,0,1,6,0.025484
13153,,,4,8,23,0.0849,0.095808,0,0,0,1,11,0,0.304348,0,1,6,0.025484
630,,,2,4,1,1,1,0,0,0,124,0,0,0.5,0,1,1,0.003491
631,,,2,4,1,1,1,0,0,0,124,0,0,0.5,0,1,1,0.003491
632,,,2,4,1,1,1,0,0,0,124,0,0,0.5,0,1,1,0.003491
633,,,15,50,18,0.123954,0.146663,66235.438805,0.01107,0.01107,1,12,0.000736,0.019834,0.000015,0.228571,24,0.138387
634,,,8,24,18,0.111926,0.128199,71116.250321,0.002988,0.002988,1,12,0.000791,0.090013,0.000071,0.392857,11,0.072163
635,,,16,54,17,0.124974,0.148488,262583.194508,0.011197,0.011197,1,12,0.002919,0.01663,0.000049,0.208333,25,0.145468
1039,,,21,60,18,0.139529,0.171689,989706.245478,0.06329,0.06329,1,12,0.011002,0.011537,0.000127,0.157143,33,0.323667
1409,,,3,6,18,0.111144,0.126091,0,0.002348,0.002348,1,12,0,1.012658,0,1,3,0.041534
1410,,,5,10,18,0.111169,0.126646,18006,0.002394,0.002394,1,12,0.0002,0.177122,0.000035,0.4,4,0.047603
1713,,,2,4,18,0.111115,0.125703,0,0.002121,0.002121,1,12,0,3.870968,0,1,1,0.034878
4519,,,4,8,18,0.123638,0.143896,0,0.009005,0.009005,1,12,0,0.585774,0,1,6,0.0778
4520,,,4,14,18,0.123638,0.143896,0,0.009005,0.009005,1,12,0,0.585774,0,1,6,0.0778
4937,,,7,14,18,0.111346,0.127271,12012,0.002534,0.002534,1,12,0.000134,0.113906,0.000015,0.428571,9,0.059853
10034,,,5,12,18,0.111321,0.126717,26.041667,0.002786,0.002786,1,12,0,0.19917,0,0.7,7,0.055169
11080,,,4,8,18,0.111317,0.12655,0,0.00267,0.00267,1,12,0,0.550459,0,1,6,0.051886
12794,,,4,8,19,0.1103,0.124615,0,0.001476,0.001476,1,12,0,0.306122,0,1,6,0.031619
12795,,,4,8,19,0.1103,0.124615,0,0.001476,0.001476,1,12,0,0.306122,0,1,6,0.031619
12796,,,4,8,19,0.1103,0.124615,0,0.001476,0.001476,1,12,0,0.306122,0,1,6,0.031619
12797,,,4,8,19,0.1103,0.124615,0,0.001476,0.001476,1,12,0,0.306122,0,1,6,0.031619
3509,,,6,14,19,0.10167,0.113652,31421.597888,0.000381,0.000381,1,12,0.000349,0.131455,0.000046,0.6,9,0.032375
3510,,,6,14,19,0.10167,0.113652,31421.597888,0.000381,0.000381,1,12,0.000349,0.131455,0.000046,0.6,9,0.032375
10631,,,3,6,19,0.101157,0.112255,0,0.000357,0.000357,1,12,0,0.727273,0,1,3,0.020823
5056,,,7,14,16,0.113275,0.130837,197358.130703,0.001543,0.001543,1,12,0.002194,0.089096,0.000195,0.333333,7,0.053543
10035,,,2,4,18,0.111099,0.125482,0,0.001332,0.001332,1,12,0,1.904762,0,1,1,0.025177
13253,,,4,8,17,0.11198,0.127548,0,0.001499,0.001499,1,12,0,0.35443,0,1,6,0.036202
13254,,,4,8,17,0.11198,0.127548,0,0.001499,0.001499,1,12,0,0.35443,0,1,6,0.036202
13255,,,4,8,17,0.11198,0.127548,0,0.001499,0.001499,1,12,0,0.35443,0,1,6,0.036202
636,,,8,16,3,0.533333,0.6875,48,0,0,125,0,0.000001,0.065217,0,0.428571,12,0.031195
637,,,4,8,3,0.470588,0.5625,0,0,0,125,0,0,0.315789,0,1,6,0.018796
638,,,6,12,2,0.615385,0.6875,64,0,0,125,0,0.000001,0.133333,0,0.466667,7,0.026388
639,,,4,8,3,0.470588,0.5625,0,0,0,125,0,0,0.315789,0,1,6,0.018796
640,,,4,8,3,0.470588,0.5625,0,0,0,125,0,0,0.315789,0,1,6,0.018796
10736,,,4,8,4,0.380952,0.510417,0,0,0,125,0,0,0.285714,0,1,6,0.016917
10737,,,4,8,4,0.380952,0.510417,0,0,0,125,0,0,0.285714,0,1,6,0.016917
10738,,,4,8,4,0.380952,0.510417,0,0,0,125,0,0,0.285714,0,1,6,0.016917
10739,,,4,8,4,0.380952,0.510417,0,0,0,125,0,0,0.285714,0,1,6,0.016917
1182,,,4,10,3,0.5,0.583333,9,0,0,125,0,0,0.26087,0,0.666667,4,0.016183
1183,,,8,22,3,0.571429,0.708333,60,0,0,125,0,0.000001,0.040541,0,0.25,7,0.024621
641,,,4,8,1,1,1,0,0,0,126,0,0,0.25,0,1,6,0.012906
642,,,4,8,1,1,1,0,0,0,126,0,0,0.25,0,1,6,0.012906
643,,,4,8,1,1,1,0,0,0,126,0,0,0.25,0,1,6,0.012906
644,,,4,8,1,1,1,0,0,0,126,0,0,0.25,0,1,6,0.012906
645,,,4,8,1,1,1,0,0,0,126,0,0,0.25,0,1,6,0.012906
646,,,4,8,1,1,1,0,0,0,127,0,0,0.25,0,1,6,0.012906
647,,,4,8,1,1,1,0,0,0,127,0,0,0.25,0,1,6,0.012906
648,,,4,8,1,1,1,0,0,0,127,0,0,0.25,0,1,6,0.012906
649,,,4,8,1,1,1,0,0,0,127,0,0,0.25,0,1,6,0.012906
650,,,4,8,1,1,1,0,0,0,127,0,0,0.25,0,1,6,0.012906
651,,,5,12,1,1,1,2,0,0,128,0,0,0.130435,0,0.6,6,0.014349
652,,,3,6,2,0.714286,0.8,0,0,0,128,0,0,0.454545,0,1,3,0.009865
653,,,5,12,1,1,1,2,0,0,128,0,0,0.130435,0,0.6,6,0.014349
654,,,3,6,2,0.714286,0.8,0,0,0,128,0,0,0.454545,0,1,3,0.009865
3895,,,3,6,2,0.714286,0.8,0,0,0,128,0,0,0.454545,0,1,3,0.009865
3896,,,3,6,2,0.714286,0.8,0,0,0,128,0,0,0.454545,0,1,3,0.009865
655,,,6,12,1,1,1,8,0,0,129,0,0,0.083333,0,0.466667,7,0.01766
656,,,4,8,2,0.75,0.833333,0,0,0,129,0,0,0.272727,0,1,6,0.014301
657,,,4,8,2,0.75,0.833333,0,0,0,129,0,0,0.272727,0,1,6,0.014301
658,,,4,8,2,0.75,0.833333,0,0,0,129,0,0,0.272727,0,1,6,0.014301
659,,,4,8,2,0.75,0.833333,0,0,0,129,0,0,0.272727,0,1,6,0.014301
13225,,,2,4,2,0.6,0.666667,0,0,0,129,0,0,0.75,0,1,1,0.006203
13226,,,2,4,2,0.6,0.666667,0,0,0,129,0,0,0.75,0,1,1,0.006203
660,,,1,2,1,1,1,0,0,0,130,0,0,1,0,0,0,0.00128
661,,,1,2,1,1,1,0,0,0,130,0,0,1,0,0,0,0.00128
662,,,1,2,1,1,1,0,0,0,131,0,0,1,0,0,0,0.00128
663,,,1,2,1,1,1,0,0,0,131,0,0,1,0,0,0,0.00128
664,,,1,2,24,0.086289,0.094389,0,0,0,1,39,0,6,0,0,0,0.004111
665,,,6,14,23,0.094435,0.106163,9015,0.000003,0.000003,1,39,0.0001,0.04375,0.000004,0.2,3,0.018806
6190,,,7,14,22,0.10425,0.120497,18006,0.000021,0.000021,1,39,0.0002,0.10081,0.00002,0.428571,9,0.054378
6191,,,3,6,23,0.094426,0.105665,0,0.000002,0.000002,1,39,0,0.518519,0,1,3,0.014931
6192,,,3,6,23,0.094426,0.105665,0,0.000002,0.000002,1,39,0,0.518519,0,1,3,0.014931
9610,,,1,4,24,0.086289,0.094389,0,0,0,1,39,0,6,0,0,0,0.004111
11318,,,1,2,24,0.086289,0.094389,0,0,0,1,39,0,6,0,0,0,0.004111
666,,,2,4,1,1,1,0,0,0,132,0,0,0.5,0,1,1,0.003491
667,,,2,4,1,1,1,0,0,0,132,0,0,0.5,0,1,1,0.003491
668,,,2,4,1,1,1,0,0,0,132,0,0,0.5,0,1,1,0.003491
669,,,14,30,1,1,1,72,0,0,133,0,0.000001,0.017857,0,0.208791,19,0.055946
670,,,4,8,2,0.583333,0.642857,0,0,0,133,0,0,0.304348,0,1,6,0.02235
671,,,4,8,2,0.583333,0.642857,0,0,0,133,0,0,0.304348,0,1,6,0.02235
672,,,4,8,2,0.583333,0.642857,0,0,0,133,0,0,0.304348,0,1,6,0.02235
673,,,4,8,2,0.583333,0.642857,0,0,0,133,0,0,0.304348,0,1,6,0.02235
819,,,4,8,2,0.583333,0.642857,0,0,0,133,0,0,0.304348,0,1,6,0.02235
820,,,4,8,2,0.583333,0.642857,0,0,0,133,0,0,0.304348,0,1,6,0.02235
821,,,4,8,2,0.583333,0.642857,0,0,0,133,0,0,0.304348,0,1,6,0.02235
822,,,4,8,2,0.583333,0.642857,0,0,0,133,0,0,0.304348,0,1,6,0.02235
3450,,,2,4,2,0.538462,0.571429,0,0,0,133,0,0,0.875,0,1,1,0.012472
3451,,,2,4,2,0.538462,0.571429,0,0,0,133,0,0,0.875,0,1,1,0.012472
4048,,,4,10,2,0.583333,0.642857,0,0,0,133,0,0,0.304348,0,1,6,0.02235
5334,,,4,8,2,0.583333,0.642857,0,0,0,133,0,0,0.304348,0,1,6,0.02235
5335,,,4,8,2,0.583333,0.642857,0,0,0,133,0,0,0.304348,0,1,6,0.02235
5336,,,4,8,2,0.583333,0.642857,0,0,0,133,0,0,0.304348,0,1,6,0.02235
674,,,4,8,1,1,1,0,0,0,134,0,0,0.25,0,1,6,0.012906
675,,,4,8,1,1,1,0,0,0,134,0,0,0.25,0,1,6,0.012906
676,,,4,8,1,1,1,0,0,0,134,0,0,0.25,0,1,6,0.012906
677,,,4,8,1,1,1,0,0,0,134,0,0,0.25,0,1,6,0.012906
678,,,4,8,1,1,1,0,0,0,134,0,0,0.25,0,1,6,0.012906
679,,,4,8,1,1,1,0,0,0,135,0,0,0.25,0,1,6,0.012906
680,,,4,8,1,1,1,0,0,0,135,0,0,0.25,0,1,6,0.012906
681,,,4,8,1,1,1,0,0,0,135,0,0,0.25,0,1,6,0.012906
682,,,4,8,1,1,1,0,0,0,135,0,0,0.25,0,1,6,0.012906
683,,,4,8,1,1,1,0,0,0,135,0,0,0.25,0,1,6,0.012906
684,,,8,16,24,0.078102,0.088687,5600.173439,0,0,1,9,0.000062,0.073358,0.000005,0.464286,13,0.04087
685,,,4,8,24,0.076266,0.085231,0,0,0,1,9,0,0.348259,0,1,6,0.022695
686,,,7,14,24,0.079933,0.091634,15242.834551,0,0,1,9,0.000169,0.110125,0.000019,0.47619,10,0.041457
687,,,5,10,23,0.079225,0.089025,21259.533197,0,0,1,9,0.000236,0.206642,0.000049,0.6,6,0.026894
688,,,4,8,24,0.076266,0.085231,0,0,0,1,9,0,0.348259,0,1,6,0.022695
4863,,,4,8,25,0.075906,0.085587,0,0,0,1,9,0,0.339623,0,1,6,0.023535
4864,,,4,8,25,0.075906,0.085587,0,0,0,1,9,0,0.339623,0,1,6,0.023535
4865,,,4,8,25,0.075906,0.085587,0,0,0,1,9,0,0.339623,0,1,6,0.023535
4866,,,9,20,25,0.080532,0.093853,16035.646862,0.000002,0.000002,1,9,0.000178,0.059134,0.000011,0.361111,13,0.050645
7145,,,9,20,25,0.08344,0.098392,72517.910921,0.000002,0.000002,1,9,0.000806,0.060475,0.000049,0.333333,12,0.055748
7146,,,4,8,25,0.078291,0.08945,15010,0,0,1,9,0.000167,0.442416,0.000074,0.5,3,0.027385
4004,,,5,10,22,0.082028,0.091141,22472.974634,0.000001,0.000001,1,9,0.00025,0.22611,0.000056,0.6,6,0.026392
690,,,7,24,24,0.096132,0.1147,624.728744,0.000008,0.000008,1,5,0.000007,0.157595,0.000001,0.761905,16,0.130687
691,,,9,32,24,0.096548,0.116335,817.159131,0.000009,0.000009,1,5,0.000009,0.086864,0.000001,0.638889,23,0.155553
692,,,4,8,25,0.089734,0.104856,0,0.000005,0.000005,1,5,0,0.645492,0,1,6,0.075295
693,,,12,32,24,0.096579,0.117139,33656.023222,0.000009,0.000009,1,5,0.000374,0.043135,0.000016,0.393939,26,0.168393
741,,,27,72,23,0.104865,0.131529,529950.482103,0.000024,0.000024,1,5,0.005891,0.007916,0.000047,0.148148,52,0.323494
742,,,11,32,24,0.097535,0.118844,60075.992845,0.000008,0.000008,1,5,0.000668,0.05103,0.000034,0.4,22,0.158279
2764,,,4,8,24,0.096499,0.115121,0,0.000006,0.000006,1,5,0,0.825229,0,1,6,0.095058
2765,,,8,24,24,0.096545,0.116169,144.459528,0.000009,0.000009,1,5,0.000002,0.123123,0,0.714286,20,0.14843
4927,,,5,12,25,0.089705,0.104584,1001.333333,0.000003,0.000003,1,5,0.000011,0.193548,0.000002,0.8,8,0.048188
4928,,,5,12,25,0.089705,0.104584,1001.333333,0.000003,0.000003,1,5,0.000011,0.193548,0.000002,0.8,8,0.048188
6813,,,5,10,25,0.089705,0.104584,1001.333333,0.000003,0.000003,1,5,0.000011,0.193548,0.000002,0.8,8,0.048188
6814,,,4,8,25,0.089702,0.104418,0,0.000003,0.000003,1,5,0,0.384615,0,1,6,0.045228
11804,,,4,8,25,0.0897,0.104362,0,0.000003,0.000003,1,5,0,0.3125,0,1,6,0.043006
11805,,,4,8,25,0.0897,0.104362,0,0.000003,0.000003,1,5,0,0.3125,0,1,6,0.043006
11806,,,4,8,25,0.0897,0.104362,0,0.000003,0.000003,1,5,0,0.3125,0,1,6,0.043006
11807,,,4,8,25,0.0897,0.104362,0,0.000003,0.000003,1,5,0,0.3125,0,1,6,0.043006
11663,,,4,8,24,0.094927,0.111222,0,0.000005,0.000005,1,5,0,0.600954,0,1,6,0.082812
743,,,4,8,24,0.09536,0.112906,0,0.000005,0.000005,1,5,0,0.775457,0,1,6,0.089068
12852,,,4,8,25,0.088102,0.101915,0,0.000001,0.000001,1,5,0,0.352941,0,1,6,0.037425
12853,,,8,16,25,0.08812,0.102746,21000,0.000001,0.000001,1,5,0.000233,0.077206,0.000018,0.428571,12,0.055447
12854,,,4,8,25,0.088102,0.101915,0,0.000001,0.000001,1,5,0,0.352941,0,1,6,0.037425
12855,,,4,8,25,0.088102,0.101915,0,0.000001,0.000001,1,5,0,0.352941,0,1,6,0.037425
694,,,1,2,1,1,1,0,0,0,136,0,0,1,0,0,0,0.00128
695,,,1,2,1,1,1,0,0,0,136,0,0,1,0,0,0,0.00128
698,,,1,2,1,1,1,0,0,0,137,0,0,1,0,0,0,0.00128
699,,,1,2,1,1,1,0,0,0,137,0,0,1,0,0,0,0.00128
700,,,4,8,1,1,1,0,0,0,138,0,0,0.25,0,1,6,0.012906
701,,,4,8,1,1,1,0,0,0,138,0,0,0.25,0,1,6,0.012906
702,,,4,8,1,1,1,0,0,0,138,0,0,0.25,0,1,6,0.012906
703,,,4,8,1,1,1,0,0,0,138,0,0,0.25,0,1,6,0.012906
704,,,4,8,1,1,1,0,0,0,138,0,0,0.25,0,1,6,0.012906
705,,,7,16,1,1,1,4.5,0,0,139,0,0,0.086957,0,0.571429,12,0.028405
706,,,7,16,1,1,1,4.5,0,0,139,0,0,0.086957,0,0.571429,12,0.028405
707,,,4,8,2,0.7,0.785714,0,0,0,139,0,0,0.318182,0,1,6,0.018604
708,,,4,8,2,0.7,0.785714,0,0,0,139,0,0,0.318182,0,1,6,0.018604
709,,,4,8,2,0.7,0.785714,0,0,0,139,0,0,0.318182,0,1,6,0.018604
3789,,,4,8,2,0.7,0.785714,0,0,0,139,0,0,0.318182,0,1,6,0.018604
3790,,,4,8,2,0.7,0.785714,0,0,0,139,0,0,0.318182,0,1,6,0.018604
3791,,,4,8,2,0.7,0.785714,0,0,0,139,0,0,0.318182,0,1,6,0.018604
710,,,3,12,3,0.478261,0.575758,0,0,0,140,0,0,0.411765,0,1,3,0.011761
711,,,3,12,3,0.478261,0.575758,0,0,0,140,0,0,0.411765,0,1,3,0.011761
712,,,7,20,2,0.733333,0.818182,24,0,0,140,0,0,0.089219,0,0.428571,9,0.034827
713,,,3,12,3,0.478261,0.575758,0,0,0,140,0,0,0.411765,0,1,3,0.011761
776,,,8,24,2,0.785714,0.863636,8.916667,0,0,140,0,0,0.082677,0,0.607143,17,0.044972
777,,,6,16,2,0.6875,0.772727,2.583333,0,0,140,0,0,0.171779,0,0.8,12,0.037343
779,,,6,16,2,0.6875,0.772727,2.583333,0,0,140,0,0,0.171779,0,0.8,12,0.037343
2165,,,7,16,2,0.733333,0.818182,6.333333,0,0,140,0,0,0.114833,0,0.666667,14,0.04105
714,,,3,6,1,1,1,0,0,0,141,0,0,0.333333,0,1,3,0.007127
715,,,3,6,1,1,1,0,0,0,141,0,0,0.333333,0,1,3,0.007127
716,,,3,6,1,1,1,0,0,0,141,0,0,0.333333,0,1,3,0.007127
717,,,3,6,1,1,1,0,0,0,141,0,0,0.333333,0,1,3,0.007127
718,,,3,6,1,1,1,0,0,0,142,0,0,0.333333,0,1,3,0.007127
719,,,3,6,1,1,1,0,0,0,142,0,0,0.333333,0,1,3,0.007127
720,,,3,6,1,1,1,0,0,0,142,0,0,0.333333,0,1,3,0.007127
721,,,3,6,1,1,1,0,0,0,142,0,0,0.333333,0,1,3,0.007127
2475,,,8,16,20,0.113854,0.131776,23992,0.074629,0.074629,1,24,0.000267,0.086066,0.000023,0.428571,12,0.12407
2476,,,4,8,20,0.11382,0.130889,0,0.071104,0.071104,1,24,0,0.552632,0,1,6,0.10631
1037,,,7,14,19,0.12834,0.151751,270983.711077,0.048616,0.048616,1,16,0.003012,0.112782,0.00034,0.428571,9,0.120358
1038,,,3,6,19,0.126228,0.147846,0,0.046299,0.046299,1,16,0,1.473684,0,1,3,0.09968
10259,,,8,16,20,0.113824,0.131499,12012,0.074031,0.074031,1,24,0.000134,0.077206,0.00001,0.428571,12,0.119681
11004,,,4,8,20,0.113807,0.130833,0,0.070599,0.070599,1,24,0,0.506024,0,1,6,0.105283
11005,,,4,8,20,0.113807,0.130833,0,0.070599,0.070599,1,24,0,0.506024,0,1,6,0.105283
11186,,,4,8,20,0.113893,0.131155,0,0.080615,0.080615,1,24,0,0.506024,0,1,6,0.115994
11187,,,4,8,20,0.113893,0.131155,0,0.080615,0.080615,1,24,0,0.506024,0,1,6,0.115994
725,,,7,14,2,0.705882,0.791667,32,0,0,143,0,0,0.079734,0,0.428571,9,0.0256
726,,,4,8,3,0.48,0.597222,0,0,0,143,0,0,0.28,0,1,6,0.01583
727,,,4,8,3,0.48,0.597222,0,0,0,143,0,0,0.28,0,1,6,0.01583
728,,,4,8,3,0.48,0.597222,0,0,0,143,0,0,0.28,0,1,6,0.01583
729,,,4,8,3,0.48,0.597222,0,0,0,143,0,0,0.28,0,1,6,0.01583
2303,,,8,16,2,0.75,0.833333,41,0,0,143,0,0,0.044492,0,0.25,7,0.024235
2434,,,3,6,2,0.571429,0.625,0,0,0,143,0,0,0.554455,0,1,3,0.013599
2435,,,3,6,2,0.571429,0.625,0,0,0,143,0,0,0.554455,0,1,3,0.013599
730,,,4,8,23,0.089327,0.099698,0,0,0,1,6,0,0.352349,0,1,6,0.031053
731,,,4,8,23,0.089327,0.099698,0,0,0,1,6,0,0.352349,0,1,6,0.031053
732,,,15,32,22,0.098076,0.113759,46425.5,0.000002,0.000002,1,6,0.000516,0.021382,0.000011,0.228571,24,0.093657
733,,,7,16,22,0.098031,0.112096,4483.5,0.000002,0.000002,1,6,0.00005,0.10084,0.000005,0.571429,12,0.053473
734,,,4,8,23,0.089327,0.099698,0,0,0,1,6,0,0.352349,0,1,6,0.031053
4265,,,4,8,23,0.089327,0.099698,0,0,0,1,6,0,0.306122,0,1,6,0.027206
4266,,,4,8,23,0.089327,0.099698,0,0,0,1,6,0,0.306122,0,1,6,0.027206
4267,,,4,8,23,0.089327,0.099698,0,0,0,1,6,0,0.306122,0,1,6,0.027206
4268,,,4,8,23,0.089327,0.099698,0,0,0,1,6,0,0.306122,0,1,6,0.027206
7336,,,6,16,23,0.089348,0.100363,2002,0,0,1,6,0.000022,0.162602,0.000004,0.733333,11,0.0429
7337,,,8,16,23,0.089353,0.100696,12012,0,0,1,6,0.000134,0.079787,0.000011,0.428571,12,0.048569
7338,,,6,16,23,0.089348,0.100363,2002,0,0,1,6,0.000022,0.162602,0.000004,0.733333,11,0.0429
7339,,,6,16,23,0.089348,0.100363,2002,0,0,1,6,0.000022,0.162602,0.000004,0.733333,11,0.0429
11497,,,10,22,21,0.108591,0.128327,67179,0.000011,0.000011,1,6,0.000747,0.057947,0.000043,0.333333,15,0.108459
13073,,,4,8,22,0.098021,0.111597,0,0.000002,0.000002,1,6,0,0.446809,0,1,6,0.040531
13074,,,4,8,22,0.098021,0.111597,0,0.000002,0.000002,1,6,0,0.446809,0,1,6,0.040531
735,,,3,6,1,1,1,0,0,0,144,0,0,0.333333,0,1,3,0.007127
736,,,3,6,1,1,1,0,0,0,144,0,0,0.333333,0,1,3,0.007127
737,,,3,6,1,1,1,0,0,0,144,0,0,0.333333,0,1,3,0.007127
738,,,3,6,1,1,1,0,0,0,144,0,0,0.333333,0,1,3,0.007127
739,,,1,2,1,1,1,0,0,0,145,0,0,1,0,0,0,0.00128
740,,,1,2,1,1,1,0,0,0,145,0,0,1,0,0,0,0.00128
1605,,,11,28,24,0.09585,0.116254,314773.966433,0.000004,0.000004,1,27,0.003499,0.034568,0.000121,0.254545,14,0.107056
1844,,,14,28,22,0.110034,0.13227,214143.109192,0.00003,0.00003,1,39,0.00238,0.025244,0.00006,0.230769,21,0.145769
2429,,,7,16,22,0.10794,0.128221,100490.520441,0.000026,0.000026,1,39,0.001117,0.151616,0.000169,0.619048,13,0.102417
2430,,,10,22,22,0.107952,0.12872,109502.520441,0.000027,0.000027,1,39,0.001217,0.050376,0.000061,0.355556,16,0.111563
2431,,,4,8,23,0.101495,0.119685,0,0.00001,0.00001,1,39,0,0.711596,0,1,6,0.079197
3645,,,4,8,24,0.094924,0.111166,0,0.000003,0.000003,1,5,0,0.402985,0,1,6,0.06123
3646,,,6,16,24,0.09493,0.111499,1.333333,0.000004,0.000004,1,5,0,0.138462,0,0.733333,11,0.074438
3647,,,6,16,24,0.09493,0.111499,1.333333,0.000004,0.000004,1,5,0,0.138462,0,0.733333,11,0.074438
3648,,,4,8,24,0.094924,0.111166,0,0.000003,0.000003,1,5,0,0.402985,0,1,6,0.06123
8644,,,4,8,24,0.095382,0.112916,0,0.000003,0.000003,1,27,0,0.398123,0,1,6,0.064639
8645,,,4,8,24,0.095382,0.112916,0,0.000003,0.000003,1,27,0,0.398123,0,1,6,0.064639
8646,,,4,8,24,0.095382,0.112916,0,0.000003,0.000003,1,27,0,0.398123,0,1,6,0.064639
