Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,componentnumber,modularity_class,betweennesscentrality2,bridgingcoefficient,bridgingcentrality,clustering,triangles,eigencentrality
0,,,3,6,1,1,1,0,0,0,0,0,0,0.333333,0,1,3,0.007127
1,,,3,6,1,1,1,0,0,0,0,0,0,0.333333,0,1,3,0.007127
2,,,3,6,1,1,1,0,0,0,0,0,0,0.333333,0,1,3,0.007127
3,,,3,6,1,1,1,0,0,0,0,0,0,0.333333,0,1,3,0.007127
4,,,4,14,21,0.086562,0.096247,0,0,0,1,0,0,0.326087,0,1,6,0.02378
5,,,10,34,20,0.094753,0.108947,32971,0.000002,0.000002,1,0,0.000367,0.043993,0.000016,0.288889,13,0.063887
4581,,,4,12,21,0.086562,0.096247,0,0,0,1,0,0,0.326087,0,1,6,0.02378
5852,,,6,14,21,0.086577,0.096801,9,0,0,1,0,0,0.1341,0,0.6,9,0.031991
6947,,,4,12,21,0.086562,0.096247,0,0,0,1,0,0,0.326087,0,1,6,0.02378
900,,,14,40,20,0.094861,0.110342,116083.5,0.000004,0.000004,1,0,0.00129,0.020852,0.000027,0.197802,18,0.089403
901,,,17,46,19,0.104439,0.122856,194476.5,0.000016,0.000016,1,0,0.002162,0.011715,0.000025,0.169118,23,0.104786
5851,,,4,10,21,0.086572,0.096469,3,0,0,1,0,0,0.274869,0,0.666667,4,0.02332
5853,,,7,14,21,0.08658,0.096968,12017,0,0,1,0,0.000134,0.040623,0.000005,0.190476,4,0.027317
6933,,,2,4,21,0.086557,0.095915,0,0,0,1,0,0,1.428571,0,1,1,0.013932
7864,,,3,6,20,0.094721,0.107561,0,0.000002,0.000002,1,0,0,1.447689,0,1,3,0.037406
6,,,4,8,23,0.092694,0.104883,0,0.000008,0.000008,1,5,0,0.304348,0,1,6,0.027693
7,,,14,28,22,0.10215,0.120585,166564.637586,0.000063,0.000063,1,5,0.001852,0.023778,0.000044,0.230769,21,0.104347
8,,,4,8,23,0.092694,0.104883,0,0.000008,0.000008,1,5,0,0.304348,0,1,6,0.027693
9,,,4,8,23,0.092694,0.104883,0,0.000008,0.000008,1,5,0,0.304348,0,1,6,0.027693
10,,,4,8,23,0.092694,0.104883,0,0.000008,0.000008,1,5,0,0.304348,0,1,6,0.027693
2269,,,9,18,23,0.101588,0.121659,58008.929862,0.000014,0.000014,1,5,0.000645,0.053299,0.000034,0.388889,14,0.111673
3340,,,7,16,23,0.101167,0.119775,34516.09639,0.000013,0.000013,1,5,0.000384,0.135678,0.000052,0.619048,13,0.099253
3341,,,4,8,23,0.096375,0.110839,0,0.00001,0.00001,1,5,0,0.456522,0,1,6,0.046644
3342,,,4,8,23,0.096375,0.110839,0,0.00001,0.00001,1,5,0,0.456522,0,1,6,0.046644
3343,,,12,26,23,0.101205,0.120856,67500.09639,0.000014,0.000014,1,5,0.00075,0.035274,0.000026,0.287879,19,0.118779
5562,,,2,4,22,0.099467,0.112341,0,0.000052,0.000052,1,12,0,2.1,0,1,1,0.020069
5563,,,6,12,21,0.108212,0.123587,163860.445234,0.000485,0.000485,1,12,0.001821,0.115226,0.00021,0.466667,7,0.038801
7950,,,8,16,23,0.096797,0.112834,12012,0.00001,0.00001,1,5,0.000134,0.080255,0.000011,0.428571,12,0.058554
8545,,,8,16,23,0.097576,0.115068,42903.314063,0.00001,0.00001,1,5,0.000477,0.092699,0.000044,0.428571,12,0.070787
8546,,,4,8,23,0.096785,0.112168,0,0.000009,0.000009,1,5,0,0.577982,0,1,6,0.045336
11,,,4,8,1,1,1,0,0,0,2,0,0,0.25,0,1,6,0.012906
12,,,4,8,1,1,1,0,0,0,2,0,0,0.25,0,1,6,0.012906
13,,,4,8,1,1,1,0,0,0,2,0,0,0.25,0,1,6,0.012906
14,,,4,8,1,1,1,0,0,0,2,0,0,0.25,0,1,6,0.012906
15,,,4,8,1,1,1,0,0,0,2,0,0,0.25,0,1,6,0.012906
16,,,1,2,1,1,1,0,0,0,3,0,0,1,0,0,0,0.00128
17,,,1,2,1,1,1,0,0,0,3,0,0,1,0,0,0,0.00128
18,,,1,2,3,0.434783,0.483333,0,0,0,4,0,0,6,0,0,0,0.004014
19,,,6,12,2,0.714286,0.8,23,0,0,4,0,0,0.059322,0,0.266667,4,0.016626
1169,,,3,6,2,0.588235,0.65,0,0,0,4,0,0,0.518519,0,1,3,0.012
1170,,,7,14,2,0.769231,0.85,24,0,0,4,0,0,0.077922,0,0.428571,9,0.023933
1171,,,3,6,2,0.588235,0.65,0,0,0,4,0,0,0.518519,0,1,3,0.012
12409,,,2,4,3,0.454545,0.533333,0,0,0,4,0,0,0.75,0,1,1,0.006061
12410,,,2,4,3,0.454545,0.533333,0,0,0,4,0,0,0.75,0,1,1,0.006061
20,,,7,16,6,0.286713,0.413008,55.5,0,0,5,0,0.000001,0.102564,0,0.571429,12,0.037039
21,,,7,16,6,0.286713,0.413008,55.5,0,0,5,0,0.000001,0.102564,0,0.571429,12,0.037039
22,,,4,8,7,0.227778,0.316028,0,0,0,5,0,0,0.318182,0,1,6,0.020639
23,,,4,8,7,0.227778,0.316028,0,0,0,5,0,0,0.318182,0,1,6,0.020639
24,,,4,8,7,0.227778,0.316028,0,0,0,5,0,0,0.318182,0,1,6,0.020639
4899,,,8,16,5,0.353448,0.472358,330,0,0,5,0,0.000004,0.081395,0,0.428571,12,0.044018
11495,,,8,16,6,0.288732,0.425203,148,0,0,5,0,0.000002,0.075269,0,0.428571,12,0.039505
11496,,,4,8,6,0.280822,0.376423,0,0,0,5,0,0,0.466667,0,1,6,0.026799
25,,,4,12,25,0.092407,0.106295,250.338095,0.000084,0.000084,1,28,0.000003,0.285714,0.000001,0.666667,4,0.025619
26,,,8,22,24,0.100077,0.116543,111667.422749,0.00064,0.00064,1,28,0.001241,0.05744,0.000071,0.285714,8,0.042418
188,,,12,24,25,0.09511,0.114104,108609.822613,0.000087,0.000087,1,28,0.001207,0.024631,0.00003,0.227273,15,0.0848
189,,,3,6,25,0.092404,0.106129,0,0.000077,0.000077,1,28,0,0.727273,0,1,3,0.023077
5836,,,3,8,25,0.090981,0.102159,0.5,0.000075,0.000075,1,28,0,0.380952,0,0.666667,2,0.013774
7602,,,7,14,24,0.099064,0.114285,184103.566329,0.000636,0.000636,1,28,0.002046,0.094712,0.000194,0.428571,9,0.038877
8440,,,5,10,23,0.106631,0.123006,195144.925113,0.005087,0.005087,1,28,0.002169,0.25519,0.000554,0.4,4,0.049958
11357,,,3,6,24,0.098448,0.111812,0,0.000606,0.000606,1,28,0,0.712468,0,1,3,0.020177
12225,,,2,4,25,0.090978,0.101993,0,0.000068,0.000068,1,28,0,1.090909,0,1,1,0.009943
27,,,1,2,1,1,1,0,0,0,6,0,0,1,0,0,0,0.00128
28,,,1,2,1,1,1,0,0,0,6,0,0,1,0,0,0,0.00128
29,,,4,8,4,0.355556,0.484375,0,0,0,7,0,0,0.272727,0,1,6,0.014612
30,,,4,8,4,0.355556,0.484375,0,0,0,7,0,0,0.272727,0,1,6,0.014612
31,,,6,16,3,0.484848,0.614583,48,0,0,7,0,0.000001,0.105263,0,0.466667,7,0.019717
32,,,4,8,4,0.355556,0.484375,0,0,0,7,0,0,0.272727,0,1,6,0.014612
33,,,4,8,4,0.355556,0.484375,0,0,0,7,0,0,0.272727,0,1,6,0.014612
3822,,,4,12,3,0.5,0.583333,55,0,0,7,0,0.000001,0.208333,0,0.333333,2,0.012781
4404,,,3,10,3,0.5,0.5625,55,0,0,7,0,0.000001,0.540541,0,0.333333,1,0.011372
34,,,2,4,3,0.454545,0.533333,0,0,0,8,0,0,0.75,0,1,1,0.006632
35,,,2,4,3,0.454545,0.533333,0,0,0,8,0,0,0.75,0,1,1,0.006632
36,,,6,12,2,0.714286,0.8,16,0,0,8,0,0,0.088889,0,0.466667,7,0.021452
4748,,,4,8,2,0.625,0.7,0,0,0,8,0,0,0.315789,0,1,6,0.018028
4749,,,8,16,2,0.833333,0.9,24,0,0,8,0,0,0.065217,0,0.428571,12,0.03041
4750,,,4,8,2,0.625,0.7,0,0,0,8,0,0,0.315789,0,1,6,0.018028
4751,,,4,8,2,0.625,0.7,0,0,0,8,0,0,0.315789,0,1,6,0.018028
37,,,5,12,21,0.105687,0.121065,64923.845459,0.000124,0.000124,1,15,0.000722,0.214013,0.000154,0.6,6,0.028776
38,,,6,14,20,0.10416,0.121026,68153.320459,0.000016,0.000016,1,15,0.000758,0.099668,0.000076,0.2,3,0.03855
4696,,,7,14,21,0.110531,0.128377,78710.439026,0.00091,0.00091,1,15,0.000875,0.11749,0.000103,0.428571,9,0.046249
4697,,,4,8,22,0.101901,0.115386,0,0.000122,0.000122,1,15,0,0.348259,0,1,6,0.023404
4698,,,4,8,22,0.101901,0.115386,0,0.000122,0.000122,1,15,0,0.348259,0,1,6,0.023404
4699,,,8,16,22,0.101922,0.116162,18006,0.000129,0.000129,1,15,0.0002,0.078475,0.000016,0.428571,12,0.041116
696,,,2,4,21,0.09434,0.10567,0,0.000002,0.000002,1,15,0,0.75,0,1,1,0.008355
697,,,2,4,21,0.09434,0.10567,0,0.000002,0.000002,1,15,0,0.75,0,1,1,0.008355
1678,,,18,40,19,0.109481,0.131821,249588.208554,0.000027,0.000027,1,15,0.002774,0.012589,0.000035,0.143791,22,0.128711
1679,,,4,8,20,0.100629,0.116319,26982,0.000004,0.000004,1,15,0.0003,0.3,0.00009,0.333333,2,0.03204
2938,,,6,14,20,0.100619,0.116392,11932.908333,0.000005,0.000005,1,15,0.000133,0.153061,0.00002,0.533333,8,0.045198
39,,,4,10,3,0.5,0.611111,11,0,0,9,0,0,0.138158,0,0.5,3,0.013462
40,,,1,4,4,0.342857,0.402778,0,0,0,9,0,0,4,0,0,0,0.003218
2025,,,7,22,2,0.705882,0.791667,32,0,0,9,0,0,0.095238,0,0.428571,9,0.035029
5408,,,3,6,3,0.48,0.569444,0,0,0,9,0,0,0.459016,0,1,3,0.012273
5409,,,3,6,3,0.48,0.569444,0,0,0,9,0,0,0.459016,0,1,3,0.012273
41,,,6,12,2,0.8,0.875,16,0,0,10,0,0,0.095238,0,0.466667,7,0.018703
42,,,2,4,2,0.571429,0.625,0,0,0,10,0,0,1.2,0,1,1,0.007191
43,,,4,8,2,0.666667,0.75,12,0,0,10,0,0,0.15,0,0.333333,2,0.010259
7608,,,4,8,3,0.571429,0.708333,0,0,0,10,0,0,0.272727,0,1,6,0.014474
7609,,,4,8,3,0.571429,0.708333,0,0,0,10,0,0,0.272727,0,1,6,0.014474
7610,,,4,8,3,0.571429,0.708333,0,0,0,10,0,0,0.272727,0,1,6,0.014474
7611,,,4,8,3,0.571429,0.708333,0,0,0,10,0,0,0.272727,0,1,6,0.014474
4752,,,2,4,3,0.444444,0.541667,0,0,0,10,0,0,0.666667,0,1,1,0.004818
4753,,,2,4,3,0.444444,0.541667,0,0,0,10,0,0,0.666667,0,1,1,0.004818
44,,,4,8,1,1,1,0,0,0,11,0,0,0.25,0,1,6,0.012906
45,,,4,8,1,1,1,0,0,0,11,0,0,0.25,0,1,6,0.012906
46,,,4,8,1,1,1,0,0,0,11,0,0,0.25,0,1,6,0.012906
47,,,4,8,1,1,1,0,0,0,11,0,0,0.25,0,1,6,0.012906
48,,,4,8,1,1,1,0,0,0,11,0,0,0.25,0,1,6,0.012906
49,,,2,4,1,1,1,0,0,0,12,0,0,0.5,0,1,1,0.003491
50,,,2,4,1,1,1,0,0,0,12,0,0,0.5,0,1,1,0.003491
51,,,2,4,1,1,1,0,0,0,12,0,0,0.5,0,1,1,0.003491
52,,,3,6,1,1,1,0,0,0,13,0,0,0.333333,0,1,3,0.007127
53,,,3,6,1,1,1,0,0,0,13,0,0,0.333333,0,1,3,0.007127
54,,,3,6,1,1,1,0,0,0,13,0,0,0.333333,0,1,3,0.007127
55,,,3,6,1,1,1,0,0,0,13,0,0,0.333333,0,1,3,0.007127
56,,,6,20,5,0.336957,0.445699,52.25,0,0,14,0,0.000001,0.135135,0,0.666667,10,0.027352
57,,,5,16,6,0.262712,0.366667,0.25,0,0,14,0,0,0.193548,0,0.9,9,0.022435
58,,,5,16,6,0.262712,0.366667,0.25,0,0,14,0,0,0.193548,0,0.9,9,0.022435
59,,,4,8,6,0.260504,0.350538,0,0,0,14,0,0,0.340909,0,1,6,0.019131
60,,,6,20,5,0.336957,0.445699,52.25,0,0,14,0,0.000001,0.135135,0,0.666667,10,0.027352
2403,,,6,12,4,0.43662,0.521505,150,0,0,14,0,0.000002,0.153846,0,0.466667,7,0.03187
2941,,,4,8,6,0.260504,0.350538,0,0,0,14,0,0,0.340909,0,1,6,0.019131
61,,,9,24,3,0.625,0.766667,44.25,0,0,15,0,0,0.05487,0,0.416667,15,0.040548
62,,,5,16,3,0.535714,0.633333,0.25,0,0,15,0,0,0.21365,0,0.9,9,0.027608
63,,,5,16,3,0.535714,0.633333,0.25,0,0,15,0,0,0.21365,0,0.9,9,0.027608
64,,,4,8,3,0.517241,0.6,0,0,0,15,0,0,0.393013,0,1,6,0.02385
65,,,8,22,2,0.681818,0.766667,54.25,0,0,15,0,0.000001,0.074503,0,0.428571,12,0.039231
7689,,,4,8,3,0.517241,0.6,0,0,0,15,0,0,0.393013,0,1,6,0.02385
9449,,,4,8,4,0.428571,0.55,0,0,0,15,0,0,0.290323,0,1,6,0.018498
9450,,,4,8,4,0.428571,0.55,0,0,0,15,0,0,0.290323,0,1,6,0.018498
9451,,,4,8,4,0.428571,0.55,0,0,0,15,0,0,0.290323,0,1,6,0.018498
9452,,,4,8,4,0.428571,0.55,0,0,0,15,0,0,0.290323,0,1,6,0.018498
7342,,,6,14,3,0.535714,0.655556,16.5,0,0,15,0,0,0.121212,0,0.6,9,0.026308
7343,,,6,14,3,0.535714,0.655556,16.5,0,0,15,0,0,0.121212,0,0.6,9,0.026308
7344,,,3,6,3,0.483871,0.555556,0,0,0,15,0,0,0.727273,0,1,3,0.016897
66,,,4,8,2,0.75,0.833333,0,0,0,16,0,0,0.333333,0,1,6,0.018604
67,,,6,16,1,1,1,1.333333,0,0,16,0,0,0.125,0,0.733333,11,0.025138
68,,,6,16,1,1,1,1.333333,0,0,16,0,0,0.125,0,0.733333,11,0.025138
69,,,4,8,2,0.75,0.833333,0,0,0,16,0,0,0.333333,0,1,6,0.018604
70,,,6,16,1,1,1,1.333333,0,0,16,0,0,0.125,0,0.733333,11,0.025138
2486,,,4,8,2,0.75,0.833333,0,0,0,16,0,0,0.333333,0,1,6,0.018604
2487,,,4,8,2,0.75,0.833333,0,0,0,16,0,0,0.333333,0,1,6,0.018604
71,,,1,2,2,0.666667,0.75,0,0,0,17,0,0,2,0,0,0,0.001633
72,,,2,4,1,1,1,1,0,0,17,0,0,0.25,0,0,0,0.002661
5141,,,1,2,2,0.666667,0.75,0,0,0,17,0,0,2,0,0,0,0.001633
73,,,4,8,1,1,1,0,0,0,18,0,0,0.25,0,1,6,0.012906
74,,,4,8,1,1,1,0,0,0,18,0,0,0.25,0,1,6,0.012906
75,,,4,8,1,1,1,0,0,0,18,0,0,0.25,0,1,6,0.012906
76,,,4,8,1,1,1,0,0,0,18,0,0,0.25,0,1,6,0.012906
77,,,4,8,1,1,1,0,0,0,18,0,0,0.25,0,1,6,0.012906
78,,,4,8,2,0.75,0.833333,0,0,0,19,0,0,0.272727,0,1,6,0.014301
79,,,4,8,2,0.75,0.833333,0,0,0,19,0,0,0.272727,0,1,6,0.014301
80,,,4,8,2,0.75,0.833333,0,0,0,19,0,0,0.272727,0,1,6,0.014301
81,,,4,8,2,0.75,0.833333,0,0,0,19,0,0,0.272727,0,1,6,0.014301
82,,,6,12,1,1,1,8,0,0,19,0,0,0.083333,0,0.466667,7,0.01766
5062,,,2,4,2,0.6,0.666667,0,0,0,19,0,0,0.75,0,1,1,0.006203
5063,,,2,4,2,0.6,0.666667,0,0,0,19,0,0,0.75,0,1,1,0.006203
83,,,4,8,1,1,1,0,0,0,20,0,0,0.25,0,1,6,0.012906
84,,,4,8,1,1,1,0,0,0,20,0,0,0.25,0,1,6,0.012906
85,,,4,8,1,1,1,0,0,0,20,0,0,0.25,0,1,6,0.012906
86,,,4,8,1,1,1,0,0,0,20,0,0,0.25,0,1,6,0.012906
87,,,4,8,1,1,1,0,0,0,20,0,0,0.25,0,1,6,0.012906
88,,,3,6,1,1,1,0,0,0,21,0,0,0.333333,0,1,3,0.007127
89,,,3,6,1,1,1,0,0,0,21,0,0,0.333333,0,1,3,0.007127
90,,,3,6,1,1,1,0,0,0,21,0,0,0.333333,0,1,3,0.007127
91,,,3,6,1,1,1,0,0,0,21,0,0,0.333333,0,1,3,0.007127
92,,,1,2,1,1,1,0,0,0,22,0,0,1,0,0,0,0.00128
93,,,1,2,1,1,1,0,0,0,22,0,0,1,0,0,0,0.00128
94,,,11,22,30,0.065337,0.078374,24008,0,0,1,13,0.000267,0.035534,0.000009,0.272727,15,0.054925
95,,,4,8,31,0.061335,0.070503,0,0,0,1,13,0,0.297297,0,1,6,0.021042
96,,,4,8,31,0.061335,0.070503,0,0,0,1,13,0,0.297297,0,1,6,0.021042
97,,,4,8,31,0.061335,0.070503,0,0,0,1,13,0,0.297297,0,1,6,0.021042
98,,,4,8,31,0.061335,0.070503,0,0,0,1,13,0,0.297297,0,1,6,0.021042
1549,,,8,18,29,0.069783,0.084297,59804.844516,0,0,1,13,0.000665,0.068166,0.000045,0.25,7,0.047744
1975,,,10,26,29,0.068027,0.083153,24322.310038,0,0,1,13,0.00027,0.049989,0.000014,0.311111,14,0.076032
12691,,,4,8,31,0.061335,0.070503,0,0,0,1,13,0,0.297297,0,1,6,0.021042
12692,,,4,8,31,0.061335,0.070503,0,0,0,1,13,0,0.297297,0,1,6,0.021042
12693,,,4,8,31,0.061335,0.070503,0,0,0,1,13,0,0.297297,0,1,6,0.021042
12694,,,4,8,31,0.061335,0.070503,0,0,0,1,13,0,0.297297,0,1,6,0.021042
12712,,,3,6,30,0.065326,0.077044,0,0,0,1,13,0,1.055156,0,1,3,0.027248
99,,,4,8,23,0.094545,0.107389,0,0.000001,0.000001,1,1,0,0.307692,0,1,6,0.033922
100,,,4,8,23,0.094545,0.107389,0,0.000001,0.000001,1,1,0,0.307692,0,1,6,0.033922
101,,,4,8,23,0.094545,0.107389,0,0.000001,0.000001,1,1,0,0.307692,0,1,6,0.033922
102,,,4,8,23,0.094545,0.107389,0,0.000001,0.000001,1,1,0,0.307692,0,1,6,0.033922
103,,,16,52,22,0.104402,0.124295,92810.225615,0.00001,0.00001,1,1,0.001032,0.020231,0.000021,0.25,30,0.154048
114,,,14,36,23,0.103575,0.124199,66499.458862,0.000014,0.000014,1,1,0.000739,0.026528,0.00002,0.274725,25,0.156171
277,,,14,42,21,0.109044,0.129813,64634.368342,0.000029,0.000029,1,3,0.000718,0.027517,0.00002,0.285714,26,0.142706
2719,,,10,52,23,0.102272,0.120079,12354.795849,0.000008,0.000008,1,1,0.000137,0.059443,0.000008,0.511111,23,0.120258
2720,,,14,60,23,0.10231,0.121132,45310.795849,0.000008,0.000008,1,1,0.000504,0.027992,0.000014,0.318681,29,0.14282
2721,,,5,24,23,0.098381,0.113994,0,0.000004,0.000004,1,1,0,0.39576,0,1,10,0.078455
2722,,,5,24,23,0.098381,0.113994,0,0.000004,0.000004,1,1,0,0.39576,0,1,10,0.078455
11746,,,4,8,22,0.100569,0.116281,0,0.000005,0.000005,1,3,0,0.491228,0,1,6,0.053741
11747,,,8,16,21,0.106315,0.125467,35246.869991,0.00001,0.00001,1,3,0.000392,0.087013,0.000034,0.428571,12,0.084503
11748,,,4,8,22,0.100569,0.116281,0,0.000005,0.000005,1,3,0,0.491228,0,1,6,0.053741
13067,,,4,8,23,0.098377,0.113828,0,0.000004,0.000004,1,1,0,0.818713,0,1,6,0.069073
13272,,,4,8,23,0.097308,0.111328,0,0.000003,0.000003,1,1,0,0.516605,0,1,6,0.057547
13273,,,4,8,23,0.097308,0.111328,0,0.000003,0.000003,1,1,0,0.516605,0,1,6,0.057547
104,,,2,6,1,1,1,0,0,0,23,0,0,0.5,0,1,1,0.003491
105,,,2,4,1,1,1,0,0,0,23,0,0,0.5,0,1,1,0.003491
106,,,2,6,1,1,1,0,0,0,23,0,0,0.5,0,1,1,0.003491
107,,,9,24,22,0.098188,0.115915,54472.376623,0.000005,0.000005,1,2,0.000606,0.077138,0.000047,0.472222,17,0.089687
108,,,7,16,23,0.08971,0.104122,4471.5,0.000001,0.000001,1,2,0.00005,0.11539,0.000006,0.571429,12,0.067827
109,,,4,8,23,0.089702,0.103623,0,0.000001,0.000001,1,2,0,0.656355,0,1,6,0.052893
110,,,20,46,23,0.089769,0.106783,70291.833333,0.000001,0.000001,1,2,0.000781,0.011569,0.000009,0.168421,32,0.13613
111,,,13,30,22,0.098397,0.117042,117263.67644,0.000003,0.000003,1,2,0.001303,0.029896,0.000039,0.269231,21,0.101776
6074,,,6,16,22,0.098098,0.11428,381.04329,0.000005,0.000005,1,2,0.000004,0.176928,0.000001,0.733333,11,0.058728
6075,,,4,8,22,0.098047,0.113493,0,0.000003,0.000003,1,2,0,0.502454,0,1,6,0.043474
6076,,,7,20,21,0.108271,0.129106,150585.886829,0.000017,0.000017,1,2,0.001674,0.141266,0.000236,0.571429,12,0.081729
6471,,,4,8,22,0.09784,0.113021,0,0.000004,0.000004,1,2,0,0.470149,0,1,6,0.041196
6472,,,9,20,21,0.108014,0.128962,73022.630303,0.000017,0.000017,1,2,0.000812,0.079398,0.000064,0.361111,13,0.087627
4924,,,4,8,24,0.082384,0.09349,0,0,0,1,2,0,0.360825,0,1,6,0.038936
4925,,,4,8,24,0.082384,0.09349,0,0,0,1,2,0,0.360825,0,1,6,0.038936
4926,,,4,8,24,0.082384,0.09349,0,0,0,1,2,0,0.360825,0,1,6,0.038936
1990,,,11,24,24,0.082415,0.095042,21004.5,0,0,1,2,0.000233,0.037214,0.000009,0.327273,18,0.068926
3936,,,5,14,24,0.08239,0.093767,1.333333,0,0,1,2,0,0.2,0,0.8,8,0.041226
3937,,,6,12,24,0.082393,0.093934,6010,0,0,1,2,0.000067,0.098039,0.000007,0.466667,7,0.04082
3938,,,4,8,24,0.082388,0.093601,0,0,0,1,2,0,0.405405,0,1,6,0.037126
3939,,,5,14,24,0.08239,0.093767,1.333333,0,0,1,2,0,0.2,0,0.8,8,0.041226
7421,,,3,6,24,0.082381,0.093324,0,0,0,1,2,0,0.740741,0,1,3,0.030797
13013,,,4,8,24,0.082399,0.093878,0,0,0,1,2,0,0.390071,0,1,6,0.040549
13014,,,4,8,24,0.082399,0.093878,0,0,0,1,2,0,0.390071,0,1,6,0.040549
13015,,,4,8,24,0.082399,0.093878,0,0,0,1,2,0,0.390071,0,1,6,0.040549
13204,,,4,8,24,0.082384,0.09349,0,0,0,1,2,0,0.3125,0,1,6,0.034193
13205,,,4,8,24,0.082384,0.09349,0,0,0,1,2,0,0.3125,0,1,6,0.034193
13206,,,4,8,24,0.082384,0.09349,0,0,0,1,2,0,0.3125,0,1,6,0.034193
13207,,,4,8,24,0.082384,0.09349,0,0,0,1,2,0,0.3125,0,1,6,0.034193
2289,,,5,12,23,0.089866,0.103288,1502.5,0,0,1,2,0.000017,0.170972,0.000003,0.7,7,0.033859
2291,,,5,12,23,0.089866,0.103288,1502.5,0,0,1,2,0.000017,0.170972,0.000003,0.7,7,0.033859
2503,,,7,16,23,0.09017,0.105133,71228.548534,0.000001,0.000001,1,2,0.000792,0.096726,0.000077,0.428571,9,0.048267
3026,,,4,8,23,0.089863,0.103122,0,0,0,1,2,0,0.403369,0,1,6,0.031805
9465,,,3,6,23,0.089858,0.1029,0,0,0,1,2,0,0.602649,0,1,3,0.02508
9466,,,3,6,23,0.089858,0.1029,0,0,0,1,2,0,0.602649,0,1,3,0.02508
112,,,2,4,24,0.09386,0.106851,0,0.000001,0.000001,1,1,0,0.875,0,1,1,0.022189
113,,,2,4,24,0.09386,0.106851,0,0.000001,0.000001,1,1,0,0.875,0,1,1,0.022189
5020,,,12,24,24,0.096283,0.11331,24008,0.000008,0.000008,1,1,0.000267,0.033741,0.000009,0.272727,18,0.089296
6070,,,13,30,24,0.096286,0.113477,12436.54198,0.000011,0.000011,1,1,0.000138,0.025846,0.000004,0.269231,21,0.098394
6073,,,14,32,23,0.101818,0.121696,51168.507729,0.000046,0.000046,1,1,0.000569,0.025004,0.000014,0.263736,24,0.112641
10948,,,4,8,24,0.096258,0.11198,0,0.000008,0.000008,1,1,0,0.824773,0,1,6,0.059058
11058,,,13,32,22,0.106908,0.126625,146248.998291,0.000029,0.000029,1,1,0.001626,0.034425,0.000056,0.269231,21,0.126673
12950,,,4,8,23,0.098934,0.114397,0,0.000006,0.000006,1,1,0,0.781787,0,1,6,0.066214
115,,,3,8,1,1,1,2,0,0,24,0,0,0.166667,0,0.333333,1,0.004997
116,,,1,4,2,0.6,0.666667,0,0,0,24,0,0,3,0,0,0,0.00211
7841,,,2,4,2,0.75,0.833333,0,0,0,24,0,0,0.6,0,1,1,0.003912
7842,,,2,4,2,0.75,0.833333,0,0,0,24,0,0,0.6,0,1,1,0.003912
117,,,12,34,3,0.495726,0.566092,253.585714,0,0,25,0,0.000003,0.038602,0,0.333333,22,0.13619
118,,,20,48,4,0.471545,0.607759,617.692857,0,0,25,0,0.000007,0.009007,0,0.136842,26,0.149235
119,,,3,6,4,0.408451,0.45546,0,0,0,25,0,0,1.904762,0,1,3,0.061313
120,,,24,66,3,0.568627,0.678161,819.304762,0,0,25,0,0.000009,0.00593,0,0.144928,40,0.211895
1360,,,11,30,4,0.479339,0.550287,604.45,0,0,25,0,0.000007,0.039952,0,0.309091,17,0.106648
1391,,,7,18,4,0.374194,0.433908,21.75,0,0,25,0,0,0.081281,0,0.47619,10,0.054593
1791,,,12,28,4,0.449612,0.533046,168.285714,0,0,25,0,0.000002,0.031741,0,0.333333,22,0.12785
2925,,,4,8,4,0.367089,0.408046,0,0,0,25,0,0,0.44084,0,1,6,0.043523
2926,,,4,8,4,0.367089,0.408046,0,0,0,25,0,0,0.44084,0,1,6,0.043523
3271,,,6,12,4,0.391892,0.456897,5.269048,0,0,25,0,0,0.237691,0,0.733333,11,0.088328
6633,,,4,8,4,0.423358,0.46408,0,0,0,25,0,0,0.835443,0,1,6,0.071067
9492,,,4,8,4,0.386667,0.439655,0,0,0,25,0,0,0.545455,0,1,6,0.065515
9493,,,4,8,4,0.386667,0.439655,0,0,0,25,0,0,0.545455,0,1,6,0.065515
2017,,,4,8,4,0.402778,0.45546,0,0,0,25,0,0,0.422535,0,1,6,0.060132
2018,,,4,8,4,0.402778,0.45546,0,0,0,25,0,0,0.422535,0,1,6,0.060132
2019,,,4,8,4,0.402778,0.45546,0,0,0,25,0,0,0.422535,0,1,6,0.060132
3199,,,3,6,5,0.325843,0.383046,0,0,0,25,0,0,0.465116,0,1,3,0.027944
3200,,,3,6,5,0.325843,0.383046,0,0,0,25,0,0,0.465116,0,1,3,0.027944
3201,,,3,6,5,0.325843,0.383046,0,0,0,25,0,0,0.465116,0,1,3,0.027944
3272,,,7,14,4,0.42029,0.489943,43.219048,0,0,25,0,0,0.139373,0,0.571429,12,0.097145
4021,,,2,4,4,0.39726,0.438218,0,0,0,25,0,0,5.454545,0,1,1,0.044922
4369,,,2,4,5,0.324022,0.374425,0,0,0,25,0,0,1.666667,0,1,1,0.024174
4370,,,4,10,5,0.327684,0.391667,1,0,0,25,0,0,0.205479,0,0.666667,4,0.031872
7117,,,3,6,4,0.402778,0.449713,0,0,0,25,0,0,1.42132,0,1,3,0.056624
11035,,,3,6,5,0.325843,0.383046,0,0,0,25,0,0,0.526316,0,1,3,0.028594
