Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,betweennesscentrality2,bridgingcoefficient,bridgingcentrality,Authority,Hub,modularity_class,componentnumber,clustering,triangles,eigencentrality
0,,,2,4,1,1,1,0,0,0.5,0,0,0,0,0,1,1,0.007774
1,,,2,4,1,1,1,0,0,0.5,0,0,0,0,0,1,1,0.007774
2,,,2,4,1,1,1,0,0,0.5,0,0,0,0,0,1,1,0.007774
3,,,3,6,1,1,1,0,0,0.333333,0,0,0,1,1,1,3,0.019333
4,,,3,6,1,1,1,0,0,0.333333,0,0,0,1,1,1,3,0.019333
5,,,3,6,1,1,1,0,0,0.333333,0,0,0,1,1,1,3,0.019333
6,,,3,6,1,1,1,0,0,0.333333,0,0,0,1,1,1,3,0.019333
7,,,4,8,1,1,1,0,0,0.25,0,0,0,2,2,1,6,0.042479
8,,,4,8,1,1,1,0,0,0.25,0,0,0,2,2,1,6,0.042479
9,,,4,8,1,1,1,0,0,0.25,0,0,0,2,2,1,6,0.042479
10,,,4,8,1,1,1,0,0,0.25,0,0,0,2,2,1,6,0.042479
11,,,4,8,1,1,1,0,0,0.25,0,0,0,2,2,1,6,0.042479
12,,,4,8,1,1,1,0,0,0.25,0,0,0,3,3,1,6,0.042479
13,,,4,8,1,1,1,0,0,0.25,0,0,0,3,3,1,6,0.042479
14,,,4,8,1,1,1,0,0,0.25,0,0,0,3,3,1,6,0.042479
15,,,4,8,1,1,1,0,0,0.25,0,0,0,3,3,1,6,0.042479
16,,,4,8,1,1,1,0,0,0.25,0,0,0,3,3,1,6,0.042479
17,,,3,8,1,1,1,0.5,0,0.25,0,0,0,4,4,0.666667,2,0.014744
18,,,2,4,2,0.75,0.833333,0,0,0.75,0,0,0,4,4,1,1,0.011304
19,,,3,8,1,1,1,0.5,0,0.25,0,0,0,4,4,0.666667,2,0.014744
3061,,,2,4,2,0.75,0.833333,0,0,0.75,0,0,0,4,4,1,1,0.011304
20,,,2,4,1,1,1,0,0,0.5,0,0,0,5,5,1,1,0.007774
21,,,2,4,1,1,1,0,0,0.5,0,0,0,5,5,1,1,0.007774
22,,,2,4,1,1,1,0,0,0.5,0,0,0,5,5,1,1,0.007774
